Time(s)	Extension(mm)	Load(N)
0.001	0.000	0.000
0.022	0.000	0.000
0.060	0.000	0.000
0.109	0.000	0.000
0.158	0.000	0.000
0.210	0.000	0.000
0.259	0.000	0.000
0.309	0.000	0.000
0.359	0.000	0.000
0.410	0.000	0.000
0.460	0.000	0.000
0.508	0.000	0.000
0.560	0.000	0.000
0.609	0.000	0.000
0.660	0.000	0.000
0.708	0.000	0.000
0.759	0.000	0.000
0.816	-0.000	0.000
0.871	-0.000	0.000
0.931	-0.010	0.000
0.979	-0.010	0.000
1.023	-0.010	0.000
1.070	-0.010	0.000
1.121	-0.020	0.000
1.178	-0.020	0.000
1.230	-0.020	0.000
1.280	-0.020	0.000
1.322	-0.030	0.000
1.368	-0.030	0.000
1.422	-0.030	0.000
1.472	-0.030	0.000
1.528	-0.040	0.000
1.572	-0.040	0.000
1.629	-0.040	0.000
1.669	-0.040	0.000
1.722	-0.050	0.000
1.768	-0.050	0.000
1.829	-0.050	0.000
1.871	-0.050	0.000
1.929	-0.060	0.000
1.970	-0.060	0.000
2.021	-0.060	0.000
2.072	-0.060	0.000
2.119	-0.070	0.000
2.172	-0.070	0.000
2.223	-0.070	0.000
2.279	-0.070	0.000
2.322	-0.080	0.000
2.372	-0.080	0.000
2.428	-0.080	0.000
2.472	-0.080	0.000
2.532	-0.090	0.000
2.580	-0.090	0.000
2.622	-0.090	0.000
2.670	-0.090	0.000
2.730	-0.100	0.000
2.772	-0.100	0.000
2.819	-0.100	0.000
2.872	-0.100	0.000
2.922	-0.110	0.000
2.977	-0.110	0.000
3.021	-0.110	0.000
3.077	-0.110	0.000
3.128	-0.120	0.000
3.171	-0.120	0.000
3.223	-0.120	0.000
3.272	-0.120	0.000
3.328	-0.130	0.000
3.372	-0.130	0.000
3.427	-0.130	0.000
3.477	-0.130	0.000
3.520	-0.140	0.000
3.573	-0.140	0.000
3.632	-0.140	0.000
3.678	-0.140	0.000
3.722	-0.150	0.000
3.778	-0.150	0.000
3.828	-0.150	0.000
3.868	-0.150	0.000
3.922	-0.160	0.000
3.978	-0.160	0.000
4.019	-0.160	0.000
4.072	-0.160	0.000
4.127	-0.170	0.000
4.177	-0.170	0.000
4.219	-0.170	0.000
4.272	-0.170	0.000
4.328	-0.180	0.000
4.378	-0.180	0.000
4.421	-0.180	0.000
4.477	-0.180	0.000
4.528	-0.190	0.000
4.570	-0.190	0.000
4.622	-0.190	0.000
4.668	-0.190	0.000
4.718	-0.200	0.000
4.772	-0.200	0.000
4.828	-0.200	0.000
4.871	-0.200	0.000
4.922	-0.210	0.000
4.978	-0.210	0.000
5.019	-0.210	0.000
5.069	-0.210	0.000
5.120	-0.220	0.000
5.178	-0.220	0.000
5.228	-0.220	0.000
5.268	-0.220	0.000
5.321	-0.230	0.000
5.377	-0.230	0.000
5.419	-0.230	0.000
5.468	-0.230	0.000
5.522	-0.240	0.000
5.573	-0.240	0.000
5.622	-0.240	0.000
5.678	-0.240	0.000
5.722	-0.250	0.000
5.773	-0.250	0.000
5.822	-0.250	0.000
5.879	-0.250	0.000
5.921	-0.260	0.000
5.971	-0.260	0.000
6.023	-0.260	0.000
6.068	-0.260	0.000
6.121	-0.270	0.000
6.170	-0.270	0.000
6.232	-0.270	0.000
6.272	-0.270	0.000
6.331	-0.280	-0.000
6.382	-0.280	-0.001
6.430	-0.280	-0.001
6.481	-0.280	-0.001
6.531	-0.290	-0.002
6.583	-0.290	-0.002
6.633	-0.290	-0.002
6.680	-0.290	-0.002
6.730	-0.300	-0.002
6.782	-0.300	-0.003
6.838	-0.300	-0.003
6.887	-0.300	-0.003
6.930	-0.310	-0.003
6.980	-0.310	-0.004
7.030	-0.310	-0.004
7.081	-0.310	-0.004
7.133	-0.320	-0.005
7.180	-0.320	-0.005
7.239	-0.320	-0.006
7.281	-0.320	-0.006
7.330	-0.330	-0.007
7.383	-0.330	-0.007
7.433	-0.330	-0.008
7.487	-0.330	-0.008
7.531	-0.340	-0.008
7.583	-0.340	-0.009
7.633	-0.340	-0.009
7.683	-0.340	-0.010
7.729	-0.350	-0.010
7.780	-0.350	-0.010
7.831	-0.350	-0.011
7.887	-0.350	-0.011
7.930	-0.360	-0.011
7.980	-0.360	-0.012
8.032	-0.360	-0.012
8.082	-0.360	-0.013
8.141	-0.370	-0.013
8.179	-0.370	-0.013
8.231	-0.370	-0.014
8.283	-0.370	-0.014
8.333	-0.380	-0.015
8.379	-0.380	-0.015
8.429	-0.380	-0.015
8.481	-0.380	-0.016
8.531	-0.390	-0.016
8.588	-0.390	-0.017
8.630	-0.390	-0.017
8.681	-0.390	-0.017
8.732	-0.400	-0.018
8.782	-0.400	-0.018
8.837	-0.400	-0.019
8.888	-0.400	-0.019
8.930	-0.410	-0.020
8.983	-0.410	-0.020
9.032	-0.410	-0.021
9.079	-0.410	-0.021
9.137	-0.420	-0.021
9.180	-0.420	-0.022
9.230	-0.420	-0.022
9.281	-0.420	-0.023
9.333	-0.430	-0.023
9.379	-0.430	-0.024
9.429	-0.430	-0.024
9.483	-0.430	-0.024
9.529	-0.440	-0.025
9.579	-0.440	-0.025
9.630	-0.440	-0.026
9.683	-0.440	-0.026
9.737	-0.450	-0.026
9.783	-0.450	-0.027
9.830	-0.450	-0.027
9.879	-0.450	-0.027
9.938	-0.460	-0.027
9.980	-0.460	-0.028
10.032	-0.460	-0.028
10.087	-0.460	-0.028
10.133	-0.470	-0.029
10.179	-0.470	-0.029
10.229	-0.470	-0.029
10.281	-0.470	-0.030
10.330	-0.480	-0.030
10.383	-0.480	-0.030
10.438	-0.480	-0.031
10.483	-0.480	-0.031
10.529	-0.490	-0.031
10.579	-0.490	-0.032
10.630	-0.490	-0.032
10.680	-0.490	-0.032
10.732	-0.500	-0.032
10.779	-0.500	-0.033
10.833	-0.500	-0.033
10.880	-0.500	-0.034
10.930	-0.510	-0.034
10.983	-0.510	-0.034
11.031	-0.510	-0.035
11.081	-0.510	-0.035
11.133	-0.520	-0.035
11.180	-0.520	-0.036
11.229	-0.520	-0.037
11.288	-0.520	-0.037
11.330	-0.530	-0.038
11.380	-0.530	-0.039
11.437	-0.530	-0.039
11.483	-0.530	-0.039
11.529	-0.540	-0.040
11.586	-0.540	-0.041
11.630	-0.540	-0.041
11.680	-0.540	-0.042
11.738	-0.550	-0.043
11.780	-0.550	-0.043
11.833	-0.550	-0.044
11.887	-0.550	-0.045
11.933	-0.560	-0.045
11.979	-0.560	-0.046
12.029	-0.560	-0.046
12.081	-0.560	-0.048
12.130	-0.570	-0.048
12.183	-0.570	-0.049
12.237	-0.570	-0.050
12.283	-0.570	-0.050
12.329	-0.580	-0.051
12.378	-0.580	-0.052
12.430	-0.580	-0.052
12.480	-0.580	-0.053
12.531	-0.590	-0.054
12.583	-0.590	-0.055
12.632	-0.590	-0.056
12.687	-0.590	-0.057
12.733	-0.600	-0.058
12.780	-0.600	-0.059
12.830	-0.600	-0.060
12.881	-0.600	-0.061
12.932	-0.610	-0.062
12.988	-0.610	-0.063
13.033	-0.610	-0.064
13.083	-0.610	-0.064
13.130	-0.620	-0.065
13.180	-0.620	-0.066
13.231	-0.620	-0.067
13.284	-0.620	-0.068
13.334	-0.630	-0.070
13.384	-0.630	-0.070
13.431	-0.630	-0.071
13.481	-0.630	-0.072
13.539	-0.640	-0.073
13.581	-0.640	-0.074
13.634	-0.640	-0.075
13.689	-0.640	-0.076
13.734	-0.650	-0.077
13.781	-0.650	-0.078
13.831	-0.650	-0.079
13.882	-0.650	-0.080
13.932	-0.660	-0.081
13.984	-0.660	-0.082
14.030	-0.660	-0.083
14.080	-0.660	-0.084
14.132	-0.670	-0.085
14.182	-0.670	-0.086
14.233	-0.670	-0.086
14.283	-0.670	-0.087
14.334	-0.680	-0.088
14.382	-0.680	-0.089
14.440	-0.680	-0.090
14.482	-0.680	-0.092
14.533	-0.690	-0.093
14.584	-0.690	-0.094
14.634	-0.690	-0.095
14.680	-0.690	-0.096
14.732	-0.700	-0.096
14.784	-0.700	-0.098
14.834	-0.700	-0.099
14.884	-0.700	-0.100
14.931	-0.710	-0.102
14.981	-0.710	-0.103
15.034	-0.710	-0.103
15.082	-0.710	-0.104
15.139	-0.720	-0.105
15.182	-0.720	-0.106
15.239	-0.720	-0.108
15.282	-0.720	-0.109
15.342	-0.730	-0.110
15.381	-0.730	-0.111
15.440	-0.730	-0.112
15.483	-0.730	-0.113
15.538	-0.740	-0.114
15.583	-0.740	-0.115
15.638	-0.740	-0.117
15.683	-0.740	-0.118
15.738	-0.750	-0.119
15.783	-0.750	-0.120
15.840	-0.750	-0.121
15.883	-0.750	-0.122
15.940	-0.760	-0.123
15.983	-0.760	-0.124
16.040	-0.760	-0.125
16.082	-0.760	-0.127
16.140	-0.770	-0.128
16.184	-0.770	-0.129
16.240	-0.770	-0.130
16.284	-0.770	-0.131
16.340	-0.780	-0.132
16.383	-0.780	-0.133
16.439	-0.780	-0.135
16.483	-0.780	-0.136
16.531	-0.790	-0.137
16.589	-0.790	-0.138
16.632	-0.790	-0.139
16.692	-0.790	-0.140
16.740	-0.800	-0.141
16.783	-0.800	-0.142
16.840	-0.800	-0.143
16.888	-0.800	-0.145
16.932	-0.810	-0.146
16.984	-0.810	-0.147
17.032	-0.810	-0.148
17.084	-0.810	-0.148
17.139	-0.820	-0.149
17.184	-0.820	-0.150
