Time(s)	Extension(mm)	Load(N)
0.001	0.000	0.000
0.017	0.000	0.000
0.035	0.000	0.000
0.079	0.000	0.000
0.129	0.000	0.000
0.179	0.000	0.000
0.229	0.000	0.000
0.278	0.000	0.000
0.330	0.000	-0.000
0.381	0.000	0.000
0.427	0.000	0.000
0.480	0.000	0.000
0.535	-0.000	0.000
0.591	-0.000	0.000
0.640	-0.010	0.000
0.700	-0.010	-0.000
0.757	-0.010	0.000
0.798	-0.010	0.000
0.841	-0.020	0.000
0.896	-0.020	0.000
0.938	-0.020	0.000
0.996	-0.020	0.000
1.040	-0.030	0.000
1.090	-0.030	0.000
1.147	-0.030	0.000
1.189	-0.030	0.000
1.239	-0.040	0.000
1.296	-0.040	-0.000
1.349	-0.040	0.000
1.398	-0.040	0.000
1.440	-0.050	0.000
1.496	-0.050	-0.000
1.550	-0.050	0.000
1.601	-0.050	0.000
1.638	-0.060	0.000
1.691	-0.060	0.000
1.737	-0.060	0.000
1.787	-0.060	0.000
1.841	-0.070	0.000
1.897	-0.070	0.000
1.940	-0.070	-0.000
1.999	-0.070	0.000
2.049	-0.080	0.000
2.096	-0.080	0.000
2.146	-0.080	-0.000
2.199	-0.080	0.000
2.248	-0.090	0.000
2.291	-0.090	0.000
2.341	-0.090	0.000
2.387	-0.090	0.000
2.441	-0.100	0.000
2.500	-0.100	0.000
2.547	-0.100	0.000
2.591	-0.100	0.000
2.647	-0.110	0.000
2.696	-0.110	0.000
2.739	-0.110	0.000
2.795	-0.110	0.000
2.837	-0.120	0.000
2.888	-0.120	0.000
2.941	-0.120	0.000
2.997	-0.120	0.000
3.047	-0.130	0.000
3.089	-0.130	0.000
3.146	-0.130	0.000
3.187	-0.130	-0.000
3.248	-0.140	-0.000
3.299	-0.140	0.000
3.341	-0.140	-0.000
3.410	-0.140	0.000
3.449	-0.150	0.000
3.496	-0.150	0.000
3.538	-0.150	-0.000
3.599	-0.150	0.000
3.648	-0.160	0.000
3.691	-0.160	0.000
3.747	-0.160	0.000
3.797	-0.160	0.000
3.841	-0.170	0.000
3.896	-0.170	0.000
3.946	-0.170	0.000
3.987	-0.170	0.000
4.042	-0.180	0.000
4.097	-0.180	0.000
4.147	-0.180	0.000
4.190	-0.180	0.000
4.246	-0.190	0.000
4.297	-0.190	0.000
4.338	-0.190	0.000
4.392	-0.190	0.000
4.437	-0.200	-0.000
4.497	-0.200	0.000
4.546	-0.200	0.000
4.590	-0.200	0.000
4.646	-0.210	-0.000
4.701	-0.210	0.000
4.741	-0.210	0.000
4.787	-0.210	0.000
4.847	-0.220	0.000
4.888	-0.220	0.000
4.942	-0.220	0.000
4.997	-0.220	0.000
5.047	-0.230	0.000
5.088	-0.230	0.000
5.142	-0.230	0.000
5.200	-0.230	0.000
5.247	-0.240	0.000
5.289	-0.240	-0.000
5.350	-0.240	0.000
5.397	-0.240	0.000
5.440	-0.250	0.000
5.496	-0.250	0.000
5.537	-0.250	0.000
5.588	-0.250	0.000
5.641	-0.260	-0.000
5.701	-0.260	-0.001
5.751	-0.260	-0.002
5.798	-0.260	-0.002
5.850	-0.270	-0.003
5.901	-0.270	-0.003
5.951	-0.270	-0.004
5.997	-0.270	-0.004
6.048	-0.280	-0.005
6.107	-0.280	-0.005
6.149	-0.280	-0.005
6.201	-0.280	-0.006
6.248	-0.290	-0.007
6.297	-0.290	-0.007
6.349	-0.290	-0.008
6.399	-0.290	-0.008
6.451	-0.300	-0.009
6.501	-0.300	-0.009
6.557	-0.300	-0.009
6.599	-0.300	-0.010
6.650	-0.310	-0.011
6.701	-0.310	-0.011
6.752	-0.310	-0.012
6.807	-0.310	-0.012
6.848	-0.320	-0.013
6.899	-0.320	-0.013
6.952	-0.320	-0.014
7.001	-0.320	-0.015
7.049	-0.330	-0.016
7.099	-0.330	-0.016
7.150	-0.330	-0.017
7.201	-0.330	-0.017
7.252	-0.340	-0.018
7.299	-0.340	-0.018
7.351	-0.340	-0.019
7.401	-0.340	-0.020
7.459	-0.350	-0.021
7.497	-0.350	-0.021
7.548	-0.350	-0.022
7.599	-0.350	-0.023
7.651	-0.360	-0.023
7.698	-0.360	-0.024
7.747	-0.360	-0.025
7.799	-0.360	-0.026
7.849	-0.370	-0.027
7.908	-0.370	-0.028
7.952	-0.370	-0.028
7.999	-0.370	-0.029
8.050	-0.380	-0.030
8.100	-0.380	-0.030
8.151	-0.380	-0.031
8.201	-0.380	-0.032
8.248	-0.390	-0.032
8.299	-0.390	-0.033
8.351	-0.390	-0.034
8.402	-0.390	-0.034
8.452	-0.400	-0.034
8.499	-0.400	-0.035
8.549	-0.400	-0.036
8.599	-0.400	-0.036
8.650	-0.410	-0.037
8.701	-0.410	-0.037
8.749	-0.410	-0.038
8.807	-0.410	-0.038
8.849	-0.420	-0.039
8.900	-0.420	-0.039
8.951	-0.420	-0.040
9.001	-0.420	-0.041
9.052	-0.430	-0.041
9.099	-0.430	-0.042
9.150	-0.430	-0.042
9.199	-0.430	-0.043
9.257	-0.440	-0.043
9.300	-0.440	-0.044
9.350	-0.440	-0.045
9.401	-0.440	-0.045
9.448	-0.450	-0.046
9.499	-0.450	-0.047
9.549	-0.450	-0.048
9.599	-0.450	-0.048
9.650	-0.460	-0.049
9.708	-0.460	-0.049
9.750	-0.460	-0.050
9.805	-0.460	-0.051
9.848	-0.470	-0.053
9.898	-0.470	-0.054
9.949	-0.470	-0.054
9.999	-0.470	-0.055
10.050	-0.480	-0.056
10.100	-0.480	-0.057
10.151	-0.480	-0.059
10.198	-0.480	-0.060
10.247	-0.490	-0.061
10.299	-0.490	-0.063
10.349	-0.490	-0.064
10.400	-0.490	-0.065
10.449	-0.500	-0.067
10.501	-0.500	-0.068
10.548	-0.500	-0.070
10.607	-0.500	-0.072
10.648	-0.510	-0.074
10.699	-0.510	-0.076
10.749	-0.510	-0.077
10.800	-0.510	-0.078
10.851	-0.520	-0.080
10.898	-0.520	-0.081
10.949	-0.520	-0.083
10.999	-0.520	-0.085
11.058	-0.530	-0.087
11.099	-0.530	-0.089
11.150	-0.530	-0.090
11.201	-0.530	-0.092
11.248	-0.540	-0.093
11.300	-0.540	-0.095
11.349	-0.540	-0.096
11.400	-0.540	-0.098
11.449	-0.550	-0.100
11.509	-0.550	-0.102
11.551	-0.550	-0.103
11.600	-0.550	-0.105
11.657	-0.560	-0.106
11.708	-0.560	-0.108
11.752	-0.560	-0.110
11.807	-0.560	-0.112
11.851	-0.570	-0.114
11.907	-0.570	-0.116
11.951	-0.570	-0.118
11.999	-0.570	-0.119
12.051	-0.580	-0.120
12.107	-0.580	-0.122
12.149	-0.580	-0.124
12.207	-0.580	-0.127
12.249	-0.590	-0.129
12.306	-0.590	-0.131
12.351	-0.590	-0.133
12.411	-0.590	-0.134
12.450	-0.600	-0.136
12.501	-0.600	-0.138
12.550	-0.600	-0.140
12.601	-0.600	-0.142
12.658	-0.610	-0.144
12.706	-0.610	-0.147
12.751	-0.610	-0.148
12.802	-0.610	-0.150
12.850	-0.620	-0.151
12.902	-0.620	-0.153
12.956	-0.620	-0.155
13.001	-0.620	-0.158
13.058	-0.630	-0.160
13.102	-0.630	-0.162
13.157	-0.630	-0.164
13.201	-0.630	-0.165
13.256	-0.640	-0.167
13.307	-0.640	-0.168
13.352	-0.640	-0.170
13.400	-0.640	-0.172
13.457	-0.650	-0.173
13.507	-0.650	-0.174
13.551	-0.650	-0.175
13.607	-0.650	-0.175
13.652	-0.660	-0.175
13.707	-0.660	-0.176
13.751	-0.660	-0.177
13.799	-0.660	-0.178
13.851	-0.670	-0.179
13.907	-0.670	-0.180
13.950	-0.670	-0.181
14.007	-0.670	-0.181
14.049	-0.680	-0.182
14.107	-0.680	-0.183
14.151	-0.680	-0.184
14.199	-0.680	-0.186
14.251	-0.690	-0.187
14.306	-0.690	-0.188
14.351	-0.690	-0.189
14.402	-0.690	-0.190
14.449	-0.700	-0.191
14.507	-0.700	-0.192
14.552	-0.700	-0.193
14.607	-0.700	-0.194
14.659	-0.710	-0.195
14.706	-0.710	-0.196
14.757	-0.710	-0.197
14.802	-0.710	-0.198
14.851	-0.720	-0.199
14.908	-0.720	-0.200
14.949	-0.720	-0.201
15.007	-0.720	-0.202
15.049	-0.730	-0.204
15.110	-0.730	-0.205
15.157	-0.730	-0.206
15.206	-0.730	-0.207
15.250	-0.740	-0.208
15.301	-0.740	-0.209
15.350	-0.740	-0.210
15.401	-0.740	-0.212
15.450	-0.750	-0.214
15.502	-0.750	-0.215
15.559	-0.750	-0.216
15.606	-0.750	-0.217
15.657	-0.760	-0.218
15.702	-0.760	-0.220
15.757	-0.760	-0.221
15.801	-0.760	-0.223
15.857	-0.770	-0.225
15.901	-0.770	-0.227
15.949	-0.770	-0.229
16.011	-0.770	-0.230
16.059	-0.780	-0.231
16.102	-0.780	-0.232
16.159	-0.780	-0.234
16.201	-0.780	-0.236
16.258	-0.790	-0.239
16.302	-0.790	-0.241
16.351	-0.790	-0.242
16.402	-0.790	-0.244
16.463	-0.800	-0.245
16.502	-0.800	-0.247
16.557	-0.800	-0.249
16.601	-0.800	-0.252
16.650	-0.810	-0.254
16.702	-0.810	-0.256
16.758	-0.810	-0.258
16.802	-0.810	-0.260
16.858	-0.820	-0.261
16.910	-0.820	-0.263
16.953	-0.820	-0.265
17.002	-0.820	-0.268
17.058	-0.830	-0.270
17.100	-0.830	-0.273
17.152	-0.830	-0.274
17.208	-0.830	-0.276
17.252	-0.840	-0.278
17.303	-0.840	-0.280
17.352	-0.840	-0.282
17.408	-0.840	-0.285
17.450	-0.850	-0.287
17.502	-0.850	-0.289
17.558	-0.850	-0.291
17.601	-0.850	-0.293
17.653	-0.860	-0.295
17.700	-0.860	-0.297
17.758	-0.860	-0.299
17.808	-0.860	-0.302
17.852	-0.870	-0.304
17.907	-0.870	-0.307
17.951	-0.870	-0.309
18.003	-0.870	-0.311
18.059	-0.880	-0.312
18.107	-0.880	-0.314
18.152	-0.880	-0.317
18.202	-0.880	-0.320
18.258	-0.890	-0.323
18.301	-0.890	-0.325
18.357	-0.890	-0.327
18.400	-0.890	-0.328
18.458	-0.900	-0.330
18.502	-0.900	-0.333
18.553	-0.900	-0.335
18.600	-0.900	-0.338
18.652	-0.910	-0.341
18.712	-0.910	-0.343
18.750	-0.910	-0.345
18.809	-0.910	-0.347
18.852	-0.920	-0.348
18.903	-0.920	-0.351
18.950	-0.920	-0.354
19.002	-0.920	-0.356
19.058	-0.930	-0.359
19.101	-0.930	-0.362
19.159	-0.930	-0.364
19.202	-0.930	-0.366
19.253	-0.940	-0.367
19.300	-0.940	-0.370
19.353	-0.940	-0.373
19.408	-0.940	-0.376
19.451	-0.950	-0.378
19.508	-0.950	-0.381
19.552	-0.950	-0.383
19.612	-0.950	-0.385
19.651	-0.960	-0.387
19.702	-0.960	-0.389
19.758	-0.960	-0.392
19.801	-0.960	-0.395
19.857	-0.970	-0.398
19.902	-0.970	-0.400
19.959	-0.970	-0.402
20.001	-0.970	-0.404
20.061	-0.980	-0.406
20.108	-0.980	-0.409
20.151	-0.980	-0.412
20.208	-0.980	-0.414
20.252	-0.990	-0.417
