Time(s)	Extension(mm)	Load(N)
0.001	0.000	0.000
0.018	0.000	0.000
0.046	0.000	0.000
0.095	0.000	0.000
0.145	0.000	0.000
0.195	0.000	0.000
0.245	0.000	0.000
0.294	0.000	-0.000
0.349	0.000	0.000
0.398	0.000	0.000
0.447	0.000	0.000
0.497	0.000	0.000
0.548	0.000	0.000
0.597	0.000	-0.000
0.650	0.000	0.000
0.697	0.000	0.000
0.753	-0.000	0.000
0.808	-0.000	0.000
0.865	-0.010	0.000
0.917	-0.010	0.000
0.959	-0.010	0.000
1.007	-0.010	0.000
1.065	-0.020	0.000
1.115	-0.020	0.000
1.159	-0.020	0.000
1.206	-0.020	-0.000
1.267	-0.030	0.000
1.316	-0.030	-0.000
1.369	-0.030	0.000
1.409	-0.030	0.000
1.459	-0.040	0.000
1.507	-0.040	-0.000
1.570	-0.040	0.000
1.610	-0.040	0.000
1.660	-0.050	-0.000
1.718	-0.050	0.000
1.767	-0.050	0.000
1.807	-0.050	-0.000
1.869	-0.060	0.000
1.910	-0.060	0.000
1.965	-0.060	0.000
2.016	-0.060	-0.000
2.068	-0.070	0.000
2.117	-0.070	0.000
2.158	-0.070	-0.000
2.220	-0.070	0.000
2.265	-0.080	-0.000
2.317	-0.080	0.000
2.360	-0.080	0.000
2.406	-0.080	0.000
2.460	-0.090	0.000
2.519	-0.090	0.000
2.556	-0.090	0.000
2.610	-0.090	0.000
2.665	-0.100	-0.000
2.725	-0.100	0.000
2.765	-0.100	0.000
2.809	-0.100	0.000
2.865	-0.110	0.000
2.914	-0.110	0.000
2.958	-0.110	0.000
3.010	-0.110	-0.000
3.069	-0.120	0.000
3.118	-0.120	0.000
3.165	-0.120	-0.000
3.217	-0.120	0.000
3.265	-0.130	0.000
3.307	-0.130	0.000
3.364	-0.130	0.000
3.405	-0.130	0.000
3.455	-0.140	0.000
3.509	-0.140	0.000
3.565	-0.140	0.000
3.616	-0.140	0.000
3.656	-0.150	0.000
3.710	-0.150	0.000
3.755	-0.150	0.000
3.806	-0.150	0.000
3.859	-0.160	0.000
3.916	-0.160	0.000
3.965	-0.160	0.000
4.007	-0.160	0.000
4.065	-0.170	0.000
4.106	-0.170	0.000
4.155	-0.170	0.000
4.209	-0.170	0.000
4.255	-0.180	0.000
4.316	-0.180	0.000
4.359	-0.180	-0.000
4.420	-0.180	0.000
4.464	-0.190	-0.000
4.520	-0.190	0.000
4.568	-0.190	0.000
4.606	-0.190	-0.000
4.668	-0.200	0.000
4.715	-0.200	-0.000
4.768	-0.200	-0.000
4.820	-0.200	0.000
4.867	-0.210	-0.000
4.919	-0.210	-0.000
4.967	-0.210	0.000
5.015	-0.210	-0.000
5.070	-0.220	-0.000
5.117	-0.220	0.000
5.167	-0.220	-0.000
5.225	-0.220	-0.000
5.267	-0.230	-0.000
5.320	-0.230	-0.000
5.367	-0.230	-0.001
5.417	-0.230	-0.002
5.468	-0.240	-0.003
5.520	-0.240	-0.003
5.567	-0.240	-0.004
5.617	-0.240	-0.005
5.675	-0.250	-0.005
5.718	-0.250	-0.006
5.768	-0.250	-0.006
5.819	-0.250	-0.007
5.866	-0.260	-0.008
5.918	-0.260	-0.008
5.968	-0.260	-0.009
6.020	-0.260	-0.009
6.070	-0.270	-0.010
6.129	-0.270	-0.011
6.167	-0.270	-0.011
6.219	-0.270	-0.012
6.270	-0.280	-0.012
6.321	-0.280	-0.013
6.367	-0.280	-0.014
6.418	-0.280	-0.014
6.469	-0.290	-0.015
6.519	-0.290	-0.016
6.576	-0.290	-0.017
6.619	-0.290	-0.018
6.668	-0.300	-0.019
6.719	-0.300	-0.019
6.770	-0.300	-0.020
6.821	-0.300	-0.021
6.871	-0.310	-0.022
6.918	-0.310	-0.024
6.971	-0.310	-0.025
7.029	-0.310	-0.026
7.075	-0.320	-0.026
7.125	-0.320	-0.027
7.169	-0.320	-0.028
7.218	-0.320	-0.029
7.270	-0.330	-0.031
7.326	-0.330	-0.032
7.369	-0.330	-0.033
7.418	-0.330	-0.034
7.478	-0.340	-0.034
7.520	-0.340	-0.035
7.570	-0.340	-0.036
7.625	-0.340	-0.038
7.669	-0.350	-0.039
7.720	-0.350	-0.041
7.771	-0.350	-0.041
7.826	-0.350	-0.042
7.867	-0.360	-0.043
7.925	-0.360	-0.044
7.968	-0.360	-0.045
8.021	-0.360	-0.046
8.076	-0.370	-0.047
8.125	-0.370	-0.048
8.168	-0.370	-0.048
8.218	-0.370	-0.049
8.270	-0.380	-0.049
8.320	-0.380	-0.050
8.376	-0.380	-0.051
8.419	-0.380	-0.052
8.468	-0.390	-0.053
8.519	-0.390	-0.054
8.569	-0.390	-0.054
8.621	-0.390	-0.055
8.671	-0.400	-0.056
8.718	-0.400	-0.057
8.770	-0.400	-0.057
8.829	-0.400	-0.059
8.871	-0.410	-0.060
8.921	-0.410	-0.061
8.967	-0.410	-0.061
9.017	-0.410	-0.062
9.068	-0.420	-0.063
9.120	-0.420	-0.064
9.171	-0.420	-0.065
9.221	-0.420	-0.067
9.271	-0.430	-0.068
9.317	-0.430	-0.070
9.375	-0.430	-0.072
9.418	-0.430	-0.073
9.470	-0.440	-0.074
9.521	-0.440	-0.075
9.571	-0.440	-0.077
9.617	-0.440	-0.079
9.667	-0.450	-0.081
9.726	-0.450	-0.083
9.768	-0.450	-0.085
9.820	-0.450	-0.086
9.871	-0.460	-0.087
9.921	-0.460	-0.089
9.967	-0.460	-0.091
10.017	-0.460	-0.094
10.069	-0.470	-0.097
10.118	-0.470	-0.099
10.171	-0.470	-0.102
10.225	-0.470	-0.103
10.277	-0.480	-0.105
10.321	-0.480	-0.107
10.376	-0.480	-0.110
10.420	-0.480	-0.113
10.471	-0.490	-0.116
10.519	-0.490	-0.118
10.568	-0.490	-0.120
10.629	-0.490	-0.123
10.676	-0.500	-0.125
10.719	-0.500	-0.127
10.776	-0.500	-0.130
10.827	-0.500	-0.133
