Time(s)	Extension(mm)	Load(N)
0.001	0.000	0.000
0.022	0.000	0.000
0.038	0.000	0.000
0.091	0.000	0.000
0.144	-0.000	0.000
0.209	-0.000	0.000
0.261	-0.010	0.000
0.309	-0.010	0.000
0.366	-0.010	0.000
0.407	-0.010	0.000
0.458	-0.020	0.000
0.510	-0.020	0.000
0.556	-0.020	0.000
0.598	-0.020	0.000
0.656	-0.030	0.000
0.708	-0.030	0.000
0.755	-0.030	0.000
0.798	-0.030	0.000
0.856	-0.040	0.000
0.898	-0.040	0.000
0.951	-0.040	0.000
0.998	-0.040	0.000
1.060	-0.050	0.000
1.112	-0.050	0.000
1.167	-0.050	0.000
1.208	-0.050	0.000
1.251	-0.060	0.000
1.307	-0.060	0.000
1.357	-0.060	0.000
1.399	-0.060	0.000
1.449	-0.070	0.000
1.511	-0.070	0.000
1.559	-0.070	0.000
1.607	-0.070	0.000
1.660	-0.080	0.000
1.710	-0.080	0.000
1.767	-0.080	0.000
1.810	-0.080	0.000
1.857	-0.090	0.000
1.909	-0.090	0.000
1.962	-0.090	0.000
2.007	-0.090	0.000
2.058	-0.100	0.000
2.111	-0.100	0.000
2.167	-0.100	0.000
2.201	-0.100	0.000
2.267	-0.110	0.000
2.310	-0.110	0.000
2.360	-0.110	0.000
2.402	-0.110	0.000
2.459	-0.120	0.000
2.507	-0.120	0.000
2.557	-0.120	0.000
2.601	-0.120	0.000
2.662	-0.130	0.000
2.710	-0.130	0.000
2.761	-0.130	0.000
2.809	-0.130	0.000
2.857	-0.140	0.000
2.907	-0.140	0.000
2.950	-0.140	0.000
3.007	-0.140	0.000
3.048	-0.150	0.000
3.101	-0.150	0.000
3.158	-0.150	0.000
3.209	-0.150	0.000
3.257	-0.160	0.000
3.309	-0.160	0.000
3.362	-0.160	0.000
3.408	-0.160	0.000
3.458	-0.170	0.000
3.509	-0.170	0.000
3.551	-0.170	0.000
3.609	-0.170	0.000
3.656	-0.180	0.000
3.709	-0.180	0.000
3.758	-0.180	0.000
3.811	-0.180	0.000
3.859	-0.190	0.000
3.907	-0.190	0.000
3.949	-0.190	0.000
3.999	-0.190	0.000
4.057	-0.200	0.000
4.108	-0.200	0.000
4.161	-0.200	0.000
4.216	-0.200	0.000
4.260	-0.210	0.000
4.309	-0.210	0.000
4.349	-0.210	0.000
4.401	-0.210	0.000
4.448	-0.220	0.000
4.501	-0.220	0.000
4.552	-0.220	0.000
4.608	-0.220	0.000
4.657	-0.230	0.000
4.712	-0.230	0.000
4.751	-0.230	0.000
4.797	-0.230	0.000
4.850	-0.240	0.000
4.906	-0.240	0.000
4.947	-0.240	0.000
5.001	-0.240	0.000
5.051	-0.250	0.000
5.101	-0.250	0.000
5.148	-0.250	0.000
5.201	-0.250	0.000
5.262	-0.260	0.000
5.308	-0.260	0.000
5.358	-0.260	0.000
5.407	-0.260	0.000
5.449	-0.270	0.000
5.501	-0.270	0.000
5.557	-0.270	-0.000
5.610	-0.270	-0.001
5.661	-0.280	-0.001
5.708	-0.280	-0.001
5.760	-0.280	-0.001
5.810	-0.280	-0.001
5.869	-0.290	-0.002
5.912	-0.290	-0.002
5.959	-0.290	-0.002
6.010	-0.290	-0.002
6.066	-0.300	-0.002
6.109	-0.300	-0.002
6.159	-0.300	-0.003
6.211	-0.300	-0.003
6.260	-0.310	-0.003
6.316	-0.310	-0.004
6.359	-0.310	-0.004
6.412	-0.310	-0.005
6.467	-0.320	-0.005
6.516	-0.320	-0.005
6.559	-0.320	-0.006
6.609	-0.320	-0.006
6.660	-0.330	-0.006
6.712	-0.330	-0.006
6.759	-0.330	-0.007
6.811	-0.330	-0.007
6.861	-0.340	-0.007
6.912	-0.340	-0.008
6.962	-0.340	-0.008
7.009	-0.340	-0.008
7.061	-0.350	-0.009
7.117	-0.350	-0.009
7.160	-0.350	-0.009
7.219	-0.350	-0.009
7.261	-0.360	-0.009
7.312	-0.360	-0.010
7.367	-0.360	-0.010
7.410	-0.360	-0.010
7.462	-0.370	-0.011
7.509	-0.370	-0.011
7.561	-0.370	-0.011
7.611	-0.370	-0.012
7.670	-0.380	-0.012
7.712	-0.380	-0.012
7.760	-0.380	-0.012
7.812	-0.380	-0.013
7.859	-0.390	-0.013
7.910	-0.390	-0.013
7.960	-0.390	-0.014
8.012	-0.390	-0.014
8.062	-0.400	-0.014
8.109	-0.400	-0.015
8.161	-0.400	-0.015
8.208	-0.400	-0.015
8.260	-0.410	-0.016
8.310	-0.410	-0.016
8.361	-0.410	-0.016
8.411	-0.410	-0.017
8.466	-0.420	-0.017
8.510	-0.420	-0.017
8.562	-0.420	-0.018
8.608	-0.420	-0.018
8.666	-0.430	-0.019
8.709	-0.430	-0.019
8.759	-0.430	-0.019
8.809	-0.430	-0.019
8.862	-0.440	-0.020
8.908	-0.440	-0.020
8.960	-0.440	-0.020
9.022	-0.440	-0.021
9.061	-0.450	-0.021
9.111	-0.450	-0.022
9.162	-0.450	-0.022
9.209	-0.450	-0.022
9.260	-0.460	-0.023
9.312	-0.460	-0.023
9.358	-0.460	-0.023
9.408	-0.460	-0.024
9.462	-0.470	-0.024
9.509	-0.470	-0.025
9.561	-0.470	-0.025
9.612	-0.470	-0.025
9.659	-0.480	-0.026
9.710	-0.480	-0.026
9.760	-0.480	-0.027
9.811	-0.480	-0.027
9.861	-0.490	-0.028
9.917	-0.490	-0.028
9.959	-0.490	-0.028
10.011	-0.490	-0.029
10.062	-0.500	-0.029
10.112	-0.500	-0.030
10.166	-0.500	-0.030
10.216	-0.500	-0.031
10.259	-0.510	-0.032
10.312	-0.510	-0.032
10.367	-0.510	-0.032
10.409	-0.510	-0.033
10.459	-0.520	-0.033
10.510	-0.520	-0.034
10.560	-0.520	-0.034
10.611	-0.520	-0.035
10.666	-0.530	-0.036
10.709	-0.530	-0.036
10.761	-0.530	-0.037
10.820	-0.530	-0.037
10.862	-0.540	-0.038
10.911	-0.540	-0.038
10.962	-0.540	-0.039
11.009	-0.540	-0.039
11.060	-0.550	-0.040
11.116	-0.550	-0.041
11.159	-0.550	-0.041
11.208	-0.550	-0.042
11.267	-0.560	-0.042
11.309	-0.560	-0.043
11.361	-0.560	-0.043
11.412	-0.560	-0.044
11.459	-0.570	-0.045
11.510	-0.570	-0.046
11.559	-0.570	-0.046
11.611	-0.570	-0.046
11.660	-0.580	-0.047
11.712	-0.580	-0.048
11.758	-0.580	-0.049
11.810	-0.580	-0.049
11.862	-0.590	-0.050
11.911	-0.590	-0.051
11.962	-0.590	-0.052
12.012	-0.590	-0.052
12.058	-0.600	-0.053
12.110	-0.600	-0.054
12.162	-0.600	-0.054
12.208	-0.600	-0.055
12.266	-0.610	-0.056
12.309	-0.610	-0.057
12.359	-0.610	-0.058
12.410	-0.610	-0.058
12.462	-0.620	-0.059
12.516	-0.620	-0.060
12.560	-0.620	-0.060
12.618	-0.620	-0.061
12.660	-0.630	-0.062
12.710	-0.630	-0.063
12.761	-0.630	-0.064
12.816	-0.630	-0.064
12.859	-0.640	-0.065
12.910	-0.640	-0.066
12.962	-0.640	-0.066
13.012	-0.640	-0.067
13.058	-0.650	-0.068
13.108	-0.650	-0.069
13.160	-0.650	-0.069
13.212	-0.650	-0.070
13.258	-0.660	-0.070
13.310	-0.660	-0.071
13.360	-0.660	-0.072
13.412	-0.660	-0.072
13.462	-0.670	-0.073
13.518	-0.670	-0.074
13.560	-0.670	-0.074
13.612	-0.670	-0.074
13.658	-0.680	-0.075
13.708	-0.680	-0.075
13.760	-0.680	-0.075
13.810	-0.680	-0.076
13.861	-0.690	-0.076
13.909	-0.690	-0.077
13.961	-0.690	-0.077
14.012	-0.690	-0.078
14.062	-0.700	-0.078
14.108	-0.700	-0.078
14.158	-0.700	-0.079
14.210	-0.700	-0.079
14.262	-0.710	-0.080
14.309	-0.710	-0.081
14.361	-0.710	-0.081
14.419	-0.710	-0.081
14.462	-0.720	-0.082
14.512	-0.720	-0.082
14.558	-0.720	-0.083
14.610	-0.720	-0.083
14.662	-0.730	-0.084
14.709	-0.730	-0.085
14.760	-0.730	-0.085
14.810	-0.730	-0.085
14.869	-0.740	-0.086
14.912	-0.740	-0.086
14.960	-0.740	-0.087
15.010	-0.740	-0.088
15.062	-0.750	-0.089
15.108	-0.750	-0.090
15.158	-0.750	-0.090
15.210	-0.750	-0.091
15.260	-0.760	-0.092
15.312	-0.760	-0.092
15.358	-0.760	-0.093
15.411	-0.760	-0.095
15.462	-0.770	-0.096
15.512	-0.770	-0.096
15.558	-0.770	-0.097
15.608	-0.770	-0.098
15.660	-0.780	-0.098
15.712	-0.780	-0.099
15.758	-0.780	-0.100
15.810	-0.780	-0.102
15.862	-0.790	-0.103
15.910	-0.790	-0.103
15.962	-0.790	-0.104
16.018	-0.790	-0.105
16.067	-0.800	-0.105
16.112	-0.800	-0.106
16.160	-0.800	-0.107
16.221	-0.800	-0.108
16.260	-0.810	-0.110
16.312	-0.810	-0.110
16.368	-0.810	-0.111
16.417	-0.810	-0.112
16.461	-0.820	-0.113
16.510	-0.820	-0.114
16.567	-0.820	-0.114
16.610	-0.820	-0.115
16.670	-0.830	-0.117
16.718	-0.830	-0.117
16.762	-0.830	-0.118
16.810	-0.830	-0.119
16.867	-0.840	-0.119
16.911	-0.840	-0.120
16.962	-0.840	-0.121
17.010	-0.840	-0.122
17.061	-0.850	-0.123
