Time(s)	Extension(mm)	Load(N)
0.001	0.000	0.001
0.018	0.000	0.001
0.041	0.000	0.001
0.095	0.000	0.001
0.140	0.000	0.001
0.193	0.000	0.001
0.241	0.000	0.001
0.294	0.000	0.001
0.339	0.000	0.001
0.389	0.000	0.001
0.441	0.000	0.001
0.494	0.000	0.001
0.539	0.000	0.001
0.593	0.000	0.001
0.640	0.000	0.000
0.692	0.000	0.001
0.742	0.000	0.001
0.789	0.000	0.001
0.841	0.000	0.001
0.900	-0.000	0.001
0.960	-0.000	0.001
1.012	-0.010	0.001
1.060	-0.010	0.001
1.112	-0.010	0.001
1.167	-0.010	0.000
1.211	-0.020	0.001
1.257	-0.020	0.001
1.309	-0.020	0.001
1.361	-0.020	0.000
1.409	-0.030	0.001
1.460	-0.030	0.001
1.511	-0.030	0.001
1.558	-0.030	0.001
1.611	-0.040	0.001
1.658	-0.040	0.001
1.708	-0.040	0.000
1.761	-0.040	0.001
1.817	-0.050	0.001
1.858	-0.050	0.001
1.910	-0.050	0.001
1.966	-0.050	0.001
2.009	-0.060	0.001
2.060	-0.060	0.001
2.112	-0.060	0.001
2.158	-0.060	0.001
2.209	-0.070	0.000
2.260	-0.070	0.001
2.308	-0.070	0.001
2.360	-0.070	0.001
2.410	-0.080	0.001
2.462	-0.080	0.001
2.509	-0.080	0.001
2.569	-0.080	0.001
2.611	-0.090	0.001
2.659	-0.090	0.001
2.711	-0.090	0.001
2.761	-0.090	0.000
2.812	-0.100	0.001
2.860	-0.100	0.000
2.912	-0.100	0.001
2.966	-0.100	0.000
3.010	-0.110	0.001
3.062	-0.110	0.000
3.112	-0.110	0.001
3.167	-0.110	0.000
3.210	-0.120	0.001
3.262	-0.120	0.001
3.312	-0.120	0.001
3.359	-0.120	0.001
3.411	-0.130	0.001
3.469	-0.130	0.001
3.516	-0.130	0.001
3.560	-0.130	0.000
3.612	-0.140	-0.000
3.662	-0.140	-0.001
3.709	-0.140	-0.001
3.761	-0.140	-0.002
3.809	-0.150	-0.002
3.859	-0.150	-0.002
3.918	-0.150	-0.002
3.960	-0.150	-0.002
4.011	-0.160	-0.003
4.066	-0.160	-0.003
4.110	-0.160	-0.003
4.162	-0.160	-0.004
4.212	-0.170	-0.004
4.259	-0.170	-0.004
4.310	-0.170	-0.004
4.369	-0.170	-0.004
4.411	-0.180	-0.005
4.459	-0.180	-0.005
4.511	-0.180	-0.005
4.561	-0.180	-0.006
4.612	-0.190	-0.006
4.662	-0.190	-0.006
4.709	-0.190	-0.006
4.760	-0.190	-0.006
4.812	-0.200	-0.006
4.859	-0.200	-0.007
4.909	-0.200	-0.007
4.961	-0.200	-0.008
5.011	-0.210	-0.008
5.066	-0.210	-0.008
5.117	-0.210	-0.008
5.159	-0.210	-0.008
5.212	-0.220	-0.009
5.262	-0.220	-0.009
5.308	-0.220	-0.009
5.358	-0.220	-0.010
5.409	-0.230	-0.010
5.460	-0.230	-0.010
5.511	-0.230	-0.010
5.559	-0.230	-0.011
5.610	-0.240	-0.011
5.660	-0.240	-0.012
5.720	-0.240	-0.012
5.762	-0.240	-0.012
5.812	-0.250	-0.012
5.859	-0.250	-0.013
5.911	-0.250	-0.013
5.966	-0.250	-0.013
6.016	-0.260	-0.014
6.060	-0.260	-0.014
6.109	-0.260	-0.015
6.169	-0.260	-0.015
6.211	-0.270	-0.015
6.259	-0.270	-0.016
6.310	-0.270	-0.016
6.360	-0.270	-0.016
6.411	-0.280	-0.017
6.462	-0.280	-0.017
6.509	-0.280	-0.017
6.559	-0.280	-0.018
6.611	-0.290	-0.018
6.667	-0.290	-0.019
6.717	-0.290	-0.019
6.759	-0.290	-0.019
6.809	-0.300	-0.020
6.861	-0.300	-0.020
6.912	-0.300	-0.021
6.958	-0.300	-0.021
7.010	-0.310	-0.021
7.069	-0.310	-0.021
7.112	-0.310	-0.022
7.162	-0.310	-0.022
7.208	-0.320	-0.023
7.259	-0.320	-0.023
7.310	-0.320	-0.024
7.362	-0.320	-0.024
7.409	-0.330	-0.024
7.459	-0.330	-0.024
7.518	-0.330	-0.025
7.560	-0.330	-0.025
7.610	-0.340	-0.026
7.662	-0.340	-0.026
7.709	-0.340	-0.027
7.760	-0.340	-0.027
7.810	-0.350	-0.027
7.862	-0.350	-0.027
7.912	-0.350	-0.028
7.962	-0.350	-0.028
8.009	-0.360	-0.028
8.061	-0.360	-0.029
8.116	-0.360	-0.029
8.162	-0.360	-0.030
8.209	-0.370	-0.030
8.259	-0.370	-0.030
8.311	-0.370	-0.030
8.361	-0.370	-0.030
8.417	-0.380	-0.031
8.459	-0.380	-0.031
8.510	-0.380	-0.031
8.561	-0.380	-0.031
8.611	-0.390	-0.031
8.666	-0.390	-0.032
8.717	-0.390	-0.032
8.759	-0.390	-0.032
8.812	-0.400	-0.032
8.862	-0.400	-0.033
8.908	-0.400	-0.033
8.959	-0.400	-0.033
9.010	-0.410	-0.033
9.060	-0.410	-0.034
9.112	-0.410	-0.034
9.159	-0.410	-0.034
9.210	-0.420	-0.034
9.259	-0.420	-0.035
9.318	-0.420	-0.035
9.360	-0.420	-0.035
9.410	-0.430	-0.035
9.461	-0.430	-0.035
9.509	-0.430	-0.036
9.559	-0.430	-0.036
9.610	-0.440	-0.036
9.661	-0.440	-0.037
9.710	-0.440	-0.037
9.769	-0.440	-0.037
9.812	-0.450	-0.037
9.859	-0.450	-0.038
9.910	-0.450	-0.038
9.959	-0.450	-0.038
10.010	-0.460	-0.039
10.060	-0.460	-0.039
10.112	-0.460	-0.040
10.162	-0.460	-0.040
10.218	-0.470	-0.041
10.260	-0.470	-0.041
10.309	-0.470	-0.041
10.360	-0.470	-0.042
10.410	-0.480	-0.042
10.461	-0.480	-0.043
10.511	-0.480	-0.043
10.562	-0.480	-0.044
10.610	-0.490	-0.044
10.668	-0.490	-0.045
10.710	-0.490	-0.045
10.760	-0.490	-0.046
10.810	-0.500	-0.046
10.860	-0.500	-0.047
10.911	-0.500	-0.048
10.959	-0.500	-0.048
11.010	-0.510	-0.049
11.060	-0.510	-0.049
11.118	-0.510	-0.049
11.160	-0.510	-0.050
11.210	-0.520	-0.051
11.261	-0.520	-0.052
11.309	-0.520	-0.052
11.360	-0.520	-0.052
11.409	-0.530	-0.053
11.460	-0.530	-0.053
11.510	-0.530	-0.054
11.569	-0.530	-0.054
11.611	-0.540	-0.055
11.659	-0.540	-0.056
11.709	-0.540	-0.056
11.759	-0.540	-0.057
11.810	-0.550	-0.057
11.860	-0.550	-0.058
11.911	-0.550	-0.058
11.961	-0.550	-0.059
12.017	-0.560	-0.060
12.059	-0.560	-0.060
12.109	-0.560	-0.061
12.160	-0.560	-0.061
12.209	-0.570	-0.062
12.260	-0.570	-0.062
12.310	-0.570	-0.063
12.362	-0.570	-0.063
12.409	-0.580	-0.064
12.467	-0.580	-0.065
12.509	-0.580	-0.065
12.559	-0.580	-0.066
12.610	-0.590	-0.066
12.660	-0.590	-0.067
12.712	-0.590	-0.067
12.759	-0.590	-0.068
12.810	-0.600	-0.068
12.860	-0.600	-0.069
12.919	-0.600	-0.070
12.961	-0.600	-0.070
13.011	-0.610	-0.071
13.062	-0.610	-0.071
13.109	-0.610	-0.071
13.160	-0.610	-0.072
13.209	-0.620	-0.073
13.262	-0.620	-0.074
13.312	-0.620	-0.074
13.357	-0.620	-0.075
13.408	-0.630	-0.075
13.460	-0.630	-0.075
13.511	-0.630	-0.076
13.561	-0.630	-0.077
13.612	-0.640	-0.077
13.662	-0.640	-0.078
13.708	-0.640	-0.078
13.758	-0.640	-0.079
13.810	-0.650	-0.079
13.862	-0.650	-0.080
13.911	-0.650	-0.080
13.962	-0.650	-0.081
14.012	-0.660	-0.082
14.059	-0.660	-0.082
14.109	-0.660	-0.083
14.160	-0.660	-0.083
14.212	-0.670	-0.084
14.262	-0.670	-0.084
14.308	-0.670	-0.085
14.359	-0.670	-0.086
14.410	-0.680	-0.086
14.460	-0.680	-0.087
14.511	-0.680	-0.088
14.558	-0.680	-0.088
14.610	-0.690	-0.089
14.659	-0.690	-0.089
14.718	-0.690	-0.090
14.760	-0.690	-0.090
14.811	-0.700	-0.091
14.862	-0.700	-0.092
14.909	-0.700	-0.092
14.960	-0.700	-0.093
15.010	-0.710	-0.093
15.062	-0.710	-0.094
15.112	-0.710	-0.094
15.162	-0.710	-0.095
15.208	-0.720	-0.096
15.260	-0.720	-0.097
15.312	-0.720	-0.097
15.362	-0.720	-0.097
15.416	-0.730	-0.098
15.466	-0.730	-0.099
15.509	-0.730	-0.099
15.560	-0.730	-0.100
15.612	-0.740	-0.101
15.658	-0.740	-0.102
15.710	-0.740	-0.102
15.766	-0.740	-0.103
15.818	-0.750	-0.103
15.862	-0.750	-0.103
15.918	-0.750	-0.104
15.962	-0.750	-0.105
16.011	-0.760	-0.105
16.072	-0.760	-0.106
16.110	-0.760	-0.107
16.162	-0.760	-0.107
16.210	-0.770	-0.108
16.262	-0.770	-0.108
16.318	-0.770	-0.109
16.367	-0.770	-0.110
16.411	-0.780	-0.110
16.467	-0.780	-0.111
16.519	-0.780	-0.112
16.566	-0.780	-0.112
16.618	-0.790	-0.113
16.662	-0.790	-0.113
16.711	-0.790	-0.114
16.767	-0.790	-0.115
16.810	-0.800	-0.115
16.867	-0.800	-0.116
16.910	-0.800	-0.117
16.971	-0.800	-0.117
17.010	-0.810	-0.118
17.068	-0.810	-0.118
17.112	-0.810	-0.119
