Time(s)	Extension(mm)	Load(N)
0.001	0.000	0.000
0.019	0.000	0.000
0.040	0.000	0.000
0.075	0.000	0.000
0.123	0.000	0.000
0.176	0.000	0.000
0.222	0.000	0.000
0.272	0.000	0.000
0.322	0.000	0.000
0.375	0.000	0.000
0.427	0.000	0.001
0.474	0.000	0.001
0.528	0.000	0.000
0.574	0.000	0.000
0.625	0.000	0.000
0.676	0.000	0.000
0.723	0.000	0.000
0.774	0.000	0.000
0.823	0.000	0.000
0.874	0.000	0.000
0.930	-0.000	0.000
0.993	-0.000	0.000
1.044	-0.010	0.001
1.091	-0.010	0.000
1.145	-0.010	0.000
1.195	-0.010	0.000
1.242	-0.020	0.000
1.295	-0.020	0.000
1.342	-0.020	0.000
1.393	-0.020	0.001
1.445	-0.030	0.001
1.493	-0.030	0.000
1.553	-0.030	0.001
1.595	-0.030	0.000
1.643	-0.040	0.000
1.695	-0.040	0.000
1.745	-0.040	0.000
1.792	-0.040	0.000
1.845	-0.050	0.001
1.892	-0.050	0.000
1.942	-0.050	0.001
1.995	-0.050	0.000
2.041	-0.060	0.001
2.091	-0.060	0.000
2.143	-0.060	0.001
2.195	-0.060	0.000
2.242	-0.070	0.000
2.291	-0.070	0.001
2.343	-0.070	0.001
2.391	-0.070	0.000
2.450	-0.080	0.001
2.493	-0.080	0.000
2.550	-0.080	0.001
2.593	-0.080	0.000
2.643	-0.090	0.001
2.694	-0.090	0.001
2.742	-0.090	0.000
2.793	-0.090	0.001
2.844	-0.100	0.001
2.900	-0.100	0.000
2.944	-0.100	0.001
2.993	-0.100	0.001
3.045	-0.110	0.000
3.092	-0.110	0.000
3.144	-0.110	0.000
3.194	-0.110	0.001
3.250	-0.120	0.001
3.293	-0.120	0.001
3.352	-0.120	0.000
3.395	-0.120	0.000
3.442	-0.130	0.001
3.493	-0.130	0.000
3.543	-0.130	0.001
3.595	-0.130	0.001
3.643	-0.140	0.001
3.695	-0.140	0.001
3.745	-0.140	0.000
3.791	-0.140	0.001
3.843	-0.150	0.000
3.894	-0.150	0.000
3.945	-0.150	0.001
3.993	-0.150	0.000
4.044	-0.160	0.001
4.094	-0.160	0.001
4.150	-0.160	0.000
