Time(s)	Extension(mm)	Load(N)
0.001	0.000	0.000
0.029	0.000	0.000
0.081	0.000	0.000
0.129	0.000	0.000
0.179	0.000	0.000
0.233	0.000	0.001
0.279	0.000	0.001
0.331	0.000	0.000
0.378	0.000	0.000
0.429	0.000	0.000
0.481	0.000	0.001
0.533	0.000	0.000
0.580	0.000	0.000
0.631	0.000	0.000
0.679	0.000	0.000
0.730	0.000	0.000
0.781	0.000	0.000
0.833	0.000	0.000
0.880	0.000	0.000
0.929	0.000	0.000
0.988	-0.000	0.000
1.049	-0.000	0.000
1.097	-0.010	0.000
1.148	-0.010	0.000
1.201	-0.010	0.000
1.249	-0.010	0.001
1.301	-0.020	0.000
1.356	-0.020	0.000
1.400	-0.020	0.001
1.457	-0.020	0.000
1.499	-0.030	0.000
1.549	-0.030	0.000
1.597	-0.030	0.000
1.649	-0.030	0.000
1.699	-0.040	0.000
1.751	-0.040	0.000
1.799	-0.040	0.001
1.859	-0.040	0.000
1.901	-0.050	0.000
1.949	-0.050	0.000
2.001	-0.050	0.001
2.051	-0.050	0.000
2.098	-0.060	0.000
2.150	-0.060	0.001
2.206	-0.060	0.001
2.247	-0.060	0.000
2.299	-0.070	0.000
2.351	-0.070	0.001
2.401	-0.070	0.001
2.448	-0.070	0.000
2.501	-0.080	0.001
2.556	-0.080	0.000
2.597	-0.080	0.001
2.649	-0.080	0.000
2.697	-0.090	0.000
2.756	-0.090	0.001
2.798	-0.090	0.000
2.851	-0.090	0.001
2.898	-0.100	0.001
2.948	-0.100	0.000
3.000	-0.100	0.001
3.048	-0.100	0.001
3.099	-0.110	0.000
3.149	-0.110	0.000
3.206	-0.110	0.000
3.248	-0.110	0.000
3.299	-0.120	0.001
3.350	-0.120	0.000
3.397	-0.120	0.001
3.449	-0.120	0.001
3.499	-0.130	0.000
3.550	-0.130	0.000
3.598	-0.130	0.000
3.657	-0.130	0.000
3.699	-0.140	0.001
3.756	-0.140	0.001
3.798	-0.140	0.001
3.848	-0.140	0.000
3.899	-0.150	0.001
3.947	-0.150	0.000
3.999	-0.150	0.001
4.049	-0.150	0.001
4.105	-0.160	0.001
4.148	-0.160	0.001
4.199	-0.160	0.001
4.250	-0.160	0.001
4.297	-0.170	0.001
4.354	-0.170	0.000
4.406	-0.170	0.001
4.465	-0.170	-0.000
4.514	-0.180	-0.001
4.557	-0.180	-0.001
4.599	-0.180	-0.002
4.649	-0.180	-0.002
4.701	-0.190	-0.002
4.756	-0.190	-0.003
4.800	-0.190	-0.003
4.851	-0.190	-0.003
4.898	-0.200	-0.004
4.949	-0.200	-0.004
5.007	-0.200	-0.005
5.050	-0.200	-0.005
5.101	-0.210	-0.005
5.156	-0.210	-0.005
5.199	-0.210	-0.006
5.250	-0.210	-0.006
5.300	-0.220	-0.006
5.355	-0.220	-0.007
5.405	-0.220	-0.007
5.456	-0.220	-0.007
5.498	-0.230	-0.008
5.551	-0.230	-0.008
5.606	-0.230	-0.008
5.656	-0.230	-0.008
5.699	-0.240	-0.009
5.748	-0.240	-0.009
5.801	-0.240	-0.010
5.850	-0.240	-0.010
5.907	-0.250	-0.010
5.949	-0.250	-0.011
5.999	-0.250	-0.011
6.051	-0.250	-0.011
6.101	-0.260	-0.012
6.156	-0.260	-0.012
6.198	-0.260	-0.013
6.249	-0.260	-0.013
6.307	-0.270	-0.014
6.353	-0.270	-0.014
6.399	-0.270	-0.014
6.450	-0.270	-0.015
6.500	-0.280	-0.015
6.552	-0.280	-0.016
6.606	-0.280	-0.016
6.650	-0.280	-0.017
6.702	-0.290	-0.017
6.752	-0.290	-0.017
6.798	-0.290	-0.018
6.848	-0.290	-0.018
6.899	-0.300	-0.019
6.950	-0.300	-0.019
7.006	-0.300	-0.020
7.049	-0.300	-0.020
7.099	-0.310	-0.021
7.151	-0.310	-0.021
7.200	-0.310	-0.022
7.260	-0.310	-0.022
7.302	-0.320	-0.023
7.350	-0.320	-0.023
7.401	-0.320	-0.024
7.451	-0.320	-0.024
7.502	-0.330	-0.025
7.556	-0.330	-0.025
7.600	-0.330	-0.026
7.650	-0.330	-0.026
7.702	-0.340	-0.027
7.748	-0.340	-0.027
7.799	-0.340	-0.028
7.850	-0.340	-0.029
7.900	-0.350	-0.029
7.952	-0.350	-0.030
8.002	-0.350	-0.030
8.058	-0.350	-0.030
8.100	-0.360	-0.031
8.159	-0.360	-0.032
8.202	-0.360	-0.032
8.252	-0.360	-0.033
8.298	-0.370	-0.034
8.349	-0.370	-0.034
8.400	-0.370	-0.035
8.452	-0.370	-0.035
8.500	-0.380	-0.035
8.549	-0.380	-0.037
8.608	-0.380	-0.037
8.650	-0.380	-0.038
8.700	-0.390	-0.038
8.752	-0.390	-0.038
8.800	-0.390	-0.039
8.851	-0.390	-0.039
8.900	-0.400	-0.039
8.952	-0.400	-0.040
9.002	-0.400	-0.040
9.053	-0.400	-0.041
9.098	-0.410	-0.041
9.151	-0.410	-0.041
9.202	-0.410	-0.041
9.252	-0.410	-0.042
9.306	-0.420	-0.042
9.356	-0.420	-0.042
9.399	-0.420	-0.043
9.449	-0.420	-0.043
9.501	-0.430	-0.043
9.552	-0.430	-0.044
9.602	-0.430	-0.044
9.657	-0.430	-0.044
9.702	-0.440	-0.045
9.748	-0.440	-0.045
9.798	-0.440	-0.046
9.850	-0.440	-0.046
9.902	-0.450	-0.046
9.948	-0.450	-0.047
9.998	-0.450	-0.047
10.053	-0.450	-0.048
10.098	-0.460	-0.048
10.148	-0.460	-0.049
10.200	-0.460	-0.049
10.251	-0.460	-0.049
10.307	-0.470	-0.050
10.352	-0.470	-0.050
10.402	-0.470	-0.050
10.448	-0.470	-0.051
10.506	-0.480	-0.051
10.549	-0.480	-0.052
10.602	-0.480	-0.053
10.652	-0.480	-0.053
10.702	-0.490	-0.053
10.756	-0.490	-0.054
10.806	-0.490	-0.054
10.852	-0.490	-0.055
10.898	-0.500	-0.056
10.951	-0.500	-0.057
11.002	-0.500	-0.058
11.051	-0.500	-0.058
11.102	-0.510	-0.059
11.152	-0.510	-0.059
11.198	-0.510	-0.060
11.248	-0.510	-0.061
11.300	-0.520	-0.062
11.352	-0.520	-0.063
11.402	-0.520	-0.064
11.452	-0.520	-0.065
11.502	-0.530	-0.066
11.556	-0.530	-0.066
11.606	-0.530	-0.067
11.649	-0.530	-0.068
11.702	-0.540	-0.069
11.760	-0.540	-0.070
11.802	-0.540	-0.071
11.852	-0.540	-0.072
11.898	-0.550	-0.072
11.949	-0.550	-0.073
12.000	-0.550	-0.074
12.052	-0.550	-0.075
12.099	-0.560	-0.076
12.148	-0.560	-0.077
12.206	-0.560	-0.078
12.249	-0.560	-0.078
12.299	-0.570	-0.079
12.350	-0.570	-0.080
12.402	-0.570	-0.081
12.448	-0.570	-0.081
12.506	-0.580	-0.082
12.550	-0.580	-0.083
