Time(s)	Extension(mm)	Load(N)
0.001	0.000	0.000
0.020	0.000	0.000
0.048	0.000	0.000
0.098	0.000	0.000
0.146	0.000	0.000
0.199	0.000	0.000
0.248	0.000	0.000
0.297	0.000	0.000
0.346	0.000	0.000
0.398	0.000	0.000
0.447	0.000	0.000
0.496	0.000	0.000
0.548	0.000	0.000
0.598	0.000	0.000
0.647	0.000	0.000
0.696	0.000	0.000
0.747	0.000	0.000
0.796	0.000	0.000
0.846	0.000	0.000
0.900	0.000	0.000
0.948	0.000	0.000
0.998	0.000	0.000
1.047	0.000	0.000
1.097	0.000	0.000
1.146	0.000	0.000
1.196	0.000	0.000
1.249	0.000	0.000
1.298	0.000	0.000
1.347	0.000	0.000
1.399	-0.000	0.000
1.460	-0.000	0.000
1.518	-0.010	0.000
1.562	-0.010	0.000
1.607	-0.010	0.000
1.661	-0.010	0.000
1.716	-0.020	0.000
1.761	-0.020	0.000
1.817	-0.020	0.000
1.857	-0.020	0.000
1.916	-0.030	0.000
1.959	-0.030	0.000
2.011	-0.030	0.000
2.067	-0.030	0.000
2.111	-0.040	0.000
2.166	-0.040	0.000
2.217	-0.040	0.000
2.259	-0.040	0.000
2.316	-0.050	0.000
2.367	-0.050	0.000
2.410	-0.050	0.000
2.467	-0.050	0.000
2.508	-0.060	0.000
2.558	-0.060	0.000
2.611	-0.060	0.000
2.658	-0.060	0.000
2.712	-0.070	0.000
2.761	-0.070	0.000
2.807	-0.070	0.000
2.861	-0.070	0.000
2.911	-0.080	0.000
2.968	-0.080	0.000
3.012	-0.080	0.000
3.067	-0.080	0.000
3.117	-0.090	0.000
3.161	-0.090	0.000
3.217	-0.090	0.000
3.267	-0.090	0.000
3.310	-0.100	0.000
3.367	-0.100	0.000
3.410	-0.100	0.000
3.461	-0.100	0.000
3.517	-0.110	0.000
3.559	-0.110	0.000
3.617	-0.110	0.000
3.667	-0.110	0.000
3.708	-0.120	0.000
3.762	-0.120	0.000
3.815	-0.120	0.000
3.857	-0.120	0.000
3.911	-0.130	0.000
3.967	-0.130	0.000
4.017	-0.130	0.000
4.061	-0.130	0.000
4.117	-0.140	0.000
4.167	-0.140	0.000
4.210	-0.140	0.000
4.267	-0.140	0.000
4.307	-0.150	0.000
4.359	-0.150	0.000
4.411	-0.150	0.000
4.457	-0.150	0.000
4.511	-0.160	0.000
4.562	-0.160	0.000
4.607	-0.160	0.000
4.661	-0.160	0.000
4.711	-0.170	0.000
4.767	-0.170	0.000
4.811	-0.170	0.000
4.862	-0.170	0.000
4.917	-0.180	0.000
4.959	-0.180	0.000
5.017	-0.180	0.000
5.057	-0.180	0.000
5.107	-0.190	0.000
5.162	-0.190	0.000
5.217	-0.190	0.000
5.257	-0.190	0.000
5.310	-0.200	0.000
5.367	-0.200	0.000
5.411	-0.200	0.000
5.461	-0.200	0.000
5.517	-0.210	0.000
5.559	-0.210	0.000
5.609	-0.210	0.000
5.661	-0.210	0.000
5.707	-0.220	0.000
5.761	-0.220	0.000
5.809	-0.220	0.000
5.862	-0.220	0.000
5.909	-0.230	0.000
5.969	-0.230	0.000
6.011	-0.230	0.000
6.067	-0.230	0.000
6.107	-0.240	0.000
6.158	-0.240	0.000
6.211	-0.240	0.000
6.267	-0.240	0.000
6.309	-0.250	0.000
6.359	-0.250	0.000
6.416	-0.250	0.000
6.458	-0.250	-0.000
6.526	-0.260	-0.002
6.569	-0.260	-0.003
6.619	-0.260	-0.005
6.670	-0.260	-0.005
6.720	-0.270	-0.006
6.772	-0.270	-0.007
6.819	-0.270	-0.008
6.878	-0.270	-0.008
6.920	-0.280	-0.009
6.970	-0.280	-0.010
7.022	-0.280	-0.012
7.072	-0.280	-0.012
7.119	-0.290	-0.013
7.171	-0.290	-0.013
7.226	-0.290	-0.014
7.276	-0.290	-0.015
7.326	-0.300	-0.016
7.369	-0.300	-0.017
7.420	-0.300	-0.019
7.471	-0.300	-0.019
7.518	-0.310	-0.020
7.570	-0.310	-0.021
7.620	-0.310	-0.021
7.671	-0.310	-0.023
7.722	-0.320	-0.024
7.768	-0.320	-0.025
7.818	-0.320	-0.026
7.871	-0.320	-0.027
7.922	-0.330	-0.028
7.972	-0.330	-0.028
8.018	-0.330	-0.030
8.068	-0.330	-0.031
8.120	-0.340	-0.032
8.170	-0.340	-0.033
8.226	-0.340	-0.034
8.269	-0.340	-0.035
8.319	-0.350	-0.036
8.370	-0.350	-0.037
