Time(s)	Extension(mm)	Load(N)
0.001	0.000	0.001
0.019	0.000	0.001
0.038	0.000	0.000
0.086	0.000	0.001
0.134	0.000	0.000
0.185	0.000	0.000
0.235	0.000	0.001
0.286	0.000	0.001
0.334	0.000	0.001
0.385	0.000	0.000
0.439	0.000	0.001
0.485	0.000	0.000
0.539	0.000	0.001
0.589	0.000	0.001
0.634	0.000	0.001
0.686	0.000	0.001
0.741	-0.000	0.001
0.804	-0.000	0.001
0.856	-0.010	0.000
0.904	-0.010	0.001
0.957	-0.010	0.001
1.012	-0.010	0.001
1.055	-0.020	0.000
1.103	-0.020	0.000
1.154	-0.020	0.001
1.205	-0.020	0.000
1.253	-0.030	0.001
1.305	-0.030	0.001
1.356	-0.030	0.001
1.412	-0.030	0.001
1.455	-0.040	0.001
1.515	-0.040	0.001
1.557	-0.040	0.001
1.605	-0.040	0.000
1.657	-0.050	0.000
1.707	-0.050	0.000
1.755	-0.050	0.001
1.807	-0.050	0.000
1.854	-0.060	0.001
1.903	-0.060	0.001
1.956	-0.060	0.000
2.007	-0.060	0.000
2.062	-0.070	0.001
2.104	-0.070	0.001
2.157	-0.070	0.000
2.203	-0.070	0.001
2.253	-0.080	0.000
2.305	-0.080	0.000
2.353	-0.080	0.001
2.413	-0.080	0.001
2.455	-0.090	0.000
2.511	-0.090	0.001
2.554	-0.090	0.000
2.605	-0.090	0.001
2.656	-0.100	0.001
2.704	-0.100	0.000
2.756	-0.100	0.000
2.806	-0.100	0.001
2.863	-0.110	0.000
2.905	-0.110	0.000
2.955	-0.110	0.001
3.006	-0.110	0.001
3.054	-0.120	0.001
3.105	-0.120	0.001
3.155	-0.120	0.000
3.207	-0.120	0.001
3.255	-0.130	0.000
3.314	-0.130	0.001
3.356	-0.130	0.000
3.404	-0.130	0.001
3.455	-0.140	0.001
3.505	-0.140	0.000
3.557	-0.140	0.000
3.604	-0.140	0.001
3.656	-0.150	0.000
3.706	-0.150	0.000
3.763	-0.150	0.001
3.806	-0.150	0.001
3.856	-0.160	0.000
3.908	-0.160	0.001
3.955	-0.160	0.000
4.006	-0.160	0.001
4.056	-0.170	0.000
4.108	-0.170	0.000
4.156	-0.170	0.001
4.215	-0.170	0.001
4.257	-0.180	0.001
4.305	-0.180	0.000
4.356	-0.180	0.000
4.406	-0.180	0.000
4.458	-0.190	0.000
