Time(s)	Extension(mm)	Load(N)
0.001	0.000	0.000
0.019	0.000	0.000
0.041	0.000	0.000
0.081	0.000	0.000
0.130	0.000	0.000
0.180	0.000	0.000
0.229	0.000	0.000
0.280	0.000	0.000
0.329	0.000	0.000
0.379	0.000	0.000
0.434	0.000	0.000
0.481	0.000	0.000
0.539	0.000	0.000
0.579	0.000	0.000
0.630	0.000	0.000
0.679	0.000	0.000
0.729	0.000	0.000
0.784	0.000	0.000
0.831	0.000	0.000
0.880	0.000	0.000
0.930	0.000	0.000
0.981	0.000	0.000
1.029	0.000	0.000
1.080	0.000	0.000
1.129	0.000	0.000
1.181	0.000	0.000
1.230	0.000	0.000
1.280	0.000	0.000
1.329	0.000	0.000
1.380	0.000	0.000
1.430	0.000	0.000
1.479	0.000	0.000
1.532	0.000	0.000
1.581	0.000	0.000
1.630	0.000	0.000
1.679	0.000	0.000
1.730	0.000	0.000
1.780	0.000	0.000
1.830	0.000	0.000
1.884	0.000	0.000
1.932	0.000	0.000
1.982	0.000	0.000
2.030	0.000	0.000
2.082	0.000	0.000
2.131	0.000	0.000
2.180	0.000	0.000
2.230	0.000	0.000
2.282	0.000	0.000
2.332	0.000	0.000
2.381	0.000	0.000
2.432	0.000	0.000
2.487	-0.000	0.000
2.549	-0.000	0.000
2.602	-0.010	0.000
2.658	-0.010	0.000
2.702	-0.010	0.000
2.750	-0.010	0.000
2.808	-0.020	0.000
2.852	-0.020	0.000
2.900	-0.020	0.000
2.952	-0.020	0.000
3.002	-0.030	0.000
3.049	-0.030	0.000
3.102	-0.030	0.000
3.149	-0.030	0.000
3.199	-0.040	0.000
3.252	-0.040	0.000
3.299	-0.040	0.000
3.350	-0.040	0.000
3.401	-0.050	0.000
3.449	-0.050	-0.000
3.502	-0.050	-0.001
3.552	-0.050	-0.002
3.599	-0.060	-0.003
3.650	-0.060	-0.003
3.708	-0.060	-0.004
3.751	-0.060	-0.005
3.799	-0.070	-0.005
3.851	-0.070	-0.006
3.900	-0.070	-0.006
3.953	-0.070	-0.007
4.003	-0.080	-0.008
4.050	-0.080	-0.008
4.100	-0.080	-0.009
4.158	-0.080	-0.009
4.200	-0.090	-0.010
4.250	-0.090	-0.010
