Time(s)	Extension(mm)	Load(N)
0.001	0.000	-0.000
0.019	0.000	-0.000
0.069	0.000	-0.000
0.121	0.000	-0.001
0.170	0.000	-0.001
0.221	0.000	-0.001
0.270	0.000	-0.001
0.319	0.000	-0.000
0.369	0.000	-0.000
0.420	0.000	-0.000
0.470	0.000	-0.000
0.523	0.000	-0.000
0.573	0.000	-0.001
0.622	0.000	-0.000
0.670	0.000	-0.000
0.720	0.000	-0.000
0.770	0.000	-0.000
0.820	0.000	-0.000
0.873	0.000	-0.000
0.923	0.000	-0.000
0.968	0.000	-0.001
1.022	0.000	-0.000
1.071	0.000	-0.000
1.122	0.000	-0.000
1.171	0.000	-0.000
1.218	0.000	-0.000
1.268	0.000	-0.001
1.319	0.000	-0.001
1.369	0.000	-0.000
1.423	0.000	-0.000
1.468	0.000	-0.000
1.523	0.000	-0.000
1.569	0.000	-0.000
1.618	0.000	-0.000
1.670	0.000	-0.000
1.719	0.000	-0.001
1.771	-0.000	-0.000
1.839	-0.000	-0.001
1.887	-0.010	-0.000
1.941	-0.010	-0.000
1.988	-0.010	-0.001
2.041	-0.020	0.000
2.080	-0.020	-0.001
2.140	-0.020	-0.001
2.191	-0.030	0.000
2.236	-0.030	-0.000
2.288	-0.030	-0.000
2.338	-0.030	0.000
2.387	-0.040	-0.000
2.439	-0.040	0.000
2.486	-0.040	-0.001
2.538	-0.050	-0.001
2.590	-0.050	-0.001
2.641	-0.050	-0.001
2.690	-0.060	0.000
2.738	-0.060	-0.001
2.791	-0.060	0.000
2.830	-0.070	0.000
2.880	-0.070	-0.001
2.941	-0.070	0.000
2.989	-0.080	-0.001
3.039	-0.080	-0.001
3.090	-0.080	-0.001
3.139	-0.080	-0.001
3.191	-0.090	-0.001
3.241	-0.090	-0.001
3.287	-0.090	0.000
3.336	-0.100	0.000
3.385	-0.100	-0.000
3.437	-0.100	-0.000
3.491	-0.110	-0.000
3.537	-0.110	0.000
3.581	-0.110	-0.000
3.640	-0.120	-0.001
3.687	-0.120	0.000
3.738	-0.120	-0.000
3.789	-0.130	-0.001
3.841	-0.130	-0.001
3.888	-0.130	-0.001
3.938	-0.130	-0.000
3.988	-0.140	-0.000
