Time(s)	Extension(mm)	Load(N)
0.001	0.000	0.000
0.019	0.000	0.000
0.066	0.000	0.000
0.114	0.000	0.000
0.166	0.000	0.000
0.215	0.000	0.000
0.266	0.000	0.000
0.316	0.000	0.000
0.364	0.000	0.000
0.414	0.000	0.000
0.464	0.000	0.000
0.516	0.000	0.000
0.566	0.000	0.000
0.616	0.000	0.000
0.667	0.000	0.001
0.714	0.000	0.000
0.765	0.000	0.000
0.814	0.000	0.000
0.866	0.000	0.000
0.916	0.000	0.000
0.966	0.000	0.000
1.016	0.000	0.000
1.064	0.000	0.000
1.114	0.000	0.000
1.164	0.000	0.000
1.214	0.000	0.000
1.266	0.000	0.000
1.316	0.000	0.000
1.366	0.000	0.000
1.414	0.000	0.000
1.464	0.000	0.000
1.514	0.000	0.000
1.564	0.000	0.000
1.616	0.000	0.000
1.666	0.000	0.000
1.716	0.000	0.000
1.765	0.000	0.000
1.814	0.000	0.000
1.865	0.000	0.000
1.914	0.000	0.000
1.966	0.000	0.000
2.016	0.000	0.000
2.066	0.000	0.000
2.116	0.000	0.000
2.165	0.000	0.000
2.215	0.000	0.000
2.265	0.000	0.000
2.316	0.000	0.000
2.366	0.000	0.000
2.416	0.000	0.000
2.466	0.000	0.000
2.515	0.000	0.000
2.574	-0.000	0.000
2.634	-0.000	0.000
2.692	-0.000	0.000
2.734	-0.010	0.000
2.783	-0.010	0.000
2.834	-0.010	0.001
2.884	-0.010	0.000
2.936	-0.010	0.000
2.981	-0.010	0.001
3.033	-0.020	0.000
3.082	-0.020	0.000
3.134	-0.020	0.001
3.186	-0.020	0.000
3.236	-0.020	0.000
3.284	-0.020	0.000
3.335	-0.030	0.000
3.386	-0.030	0.000
3.436	-0.030	0.000
3.492	-0.030	0.000
3.534	-0.030	0.000
3.593	-0.030	0.001
3.634	-0.040	0.000
3.682	-0.040	0.000
3.734	-0.040	0.000
3.783	-0.040	0.000
3.834	-0.040	0.000
3.886	-0.040	0.001
3.932	-0.050	0.000
3.976	-0.050	0.000
4.037	-0.050	0.000
4.082	-0.050	0.000
4.126	-0.050	0.000
4.185	-0.050	0.001
4.232	-0.060	0.000
4.285	-0.060	0.000
4.332	-0.060	0.000
