Time(s)	Extension(mm)	Load(N)
0.001	0.000	0.001
0.022	0.000	0.001
0.051	0.000	0.001
0.102	0.000	0.001
0.151	0.000	0.001
0.204	0.000	0.001
0.253	0.000	0.001
0.305	0.000	0.001
0.352	0.000	0.001
0.402	0.000	0.001
0.452	0.000	0.001
0.502	0.000	0.001
0.553	0.000	0.001
0.603	0.000	0.001
0.654	0.000	0.001
0.704	0.000	0.001
0.751	0.000	0.001
0.802	0.000	0.001
0.852	0.000	0.001
0.903	0.000	0.001
0.953	0.000	0.001
1.004	0.000	0.001
1.053	0.000	0.001
1.101	0.000	0.001
1.151	0.000	0.001
1.201	0.000	0.001
1.253	0.000	0.001
1.303	0.000	0.001
1.353	0.000	0.001
1.403	0.000	0.001
1.451	0.000	0.001
1.501	0.000	0.001
1.552	0.000	0.001
1.601	0.000	0.001
1.653	0.000	0.001
1.703	0.000	0.001
1.753	0.000	0.001
1.801	0.000	0.001
1.851	0.000	0.001
1.901	0.000	0.001
1.951	0.000	0.001
2.002	0.000	0.001
2.052	0.000	0.001
2.103	0.000	0.001
2.151	0.000	0.001
2.201	0.000	0.001
2.251	0.000	0.001
2.305	0.000	0.001
2.352	0.000	0.001
2.401	0.000	0.001
2.452	0.000	0.001
2.502	0.000	0.001
2.555	0.000	0.001
2.601	0.000	0.001
2.655	0.000	0.001
2.702	0.000	0.001
2.752	0.000	0.001
2.801	0.000	0.001
2.851	0.000	0.001
2.905	0.000	0.001
2.955	0.000	0.001
3.005	0.000	0.001
3.051	0.000	0.001
3.101	0.000	0.001
3.151	0.000	0.001
3.201	0.000	0.001
3.254	0.000	0.001
3.304	0.000	0.001
3.355	0.000	0.001
3.405	0.000	0.001
3.451	0.000	0.001
3.502	0.000	0.001
3.551	0.000	0.001
3.604	0.000	0.001
3.653	0.000	0.001
3.703	0.000	0.001
3.753	0.000	0.001
3.806	0.000	0.001
3.855	0.000	0.001
3.901	0.000	0.001
3.954	0.000	0.001
4.003	0.000	0.001
4.054	0.000	0.001
4.103	0.000	0.001
4.155	0.000	0.001
4.205	0.000	0.001
4.256	0.000	0.001
4.306	0.000	0.001
4.353	0.000	0.001
4.404	0.000	0.001
4.453	0.000	0.001
4.506	0.000	0.001
4.556	0.000	0.001
4.601	0.000	0.001
4.656	0.000	0.001
4.703	0.000	0.001
4.752	0.000	0.001
4.803	0.000	0.001
4.855	0.000	0.001
4.905	0.000	0.001
4.955	0.000	0.001
5.005	0.000	0.001
5.057	-0.000	0.001
5.121	-0.000	0.001
5.179	-0.000	0.001
5.221	-0.010	0.001
5.271	-0.010	0.001
5.323	-0.010	0.001
5.370	-0.010	0.001
5.421	-0.010	0.001
5.472	-0.010	0.001
5.519	-0.020	0.001
5.571	-0.020	0.001
5.621	-0.020	0.001
5.672	-0.020	0.001
5.720	-0.020	0.001
5.779	-0.020	0.001
5.821	-0.030	0.001
5.873	-0.030	0.001
5.919	-0.030	0.001
5.973	-0.030	0.001
6.021	-0.030	0.001
6.073	-0.030	0.001
6.123	-0.040	0.001
6.173	-0.040	0.001
6.220	-0.040	0.001
6.271	-0.040	0.001
6.321	-0.040	0.001
6.373	-0.040	0.001
6.429	-0.050	0.001
6.471	-0.050	0.001
6.520	-0.050	0.001
6.571	-0.050	0.001
6.623	-0.050	0.001
6.673	-0.050	0.001
6.724	-0.060	0.001
6.771	-0.060	0.001
6.822	-0.060	0.001
6.871	-0.060	0.001
6.921	-0.060	0.001
6.974	-0.060	0.001
7.023	-0.070	0.001
7.074	-0.070	0.001
7.119	-0.070	0.001
7.171	-0.070	0.001
7.221	-0.070	0.001
7.272	-0.070	0.001
7.324	-0.080	0.001
7.369	-0.080	0.001
7.424	-0.080	-0.001
7.471	-0.080	-0.003
7.520	-0.080	-0.004
7.579	-0.080	-0.006
7.621	-0.090	-0.008
