Time(s)	Extension(mm)	Load(N)
0.001	0.000	0.001
0.022	0.000	0.001
0.041	0.000	0.001
0.084	0.000	0.001
0.134	0.000	0.001
0.185	0.000	0.001
0.234	0.000	0.001
0.286	0.000	0.001
0.337	0.000	0.001
0.386	0.000	0.001
0.435	0.000	0.001
0.484	0.000	0.001
0.535	0.000	0.001
0.584	0.000	0.001
0.635	0.000	0.001
0.686	0.000	0.001
0.736	0.000	0.001
0.785	0.000	0.001
0.835	0.000	0.001
0.885	0.000	0.001
0.934	0.000	0.001
0.986	0.000	0.001
1.036	0.000	0.001
1.087	0.000	0.001
1.136	0.000	0.001
1.185	0.000	0.001
1.235	0.000	0.001
1.286	0.000	0.001
1.336	0.000	0.001
1.386	0.000	0.001
1.437	0.000	0.001
1.486	0.000	0.001
1.536	0.000	0.001
1.585	0.000	0.001
1.636	0.000	0.001
1.687	0.000	0.001
1.736	0.000	0.001
1.787	0.000	0.001
1.836	0.000	0.001
1.885	0.000	0.001
1.935	0.000	0.001
1.985	0.000	0.001
2.035	0.000	0.001
2.086	0.000	0.001
2.137	0.000	0.001
2.186	0.000	0.001
2.234	0.000	0.001
2.284	0.000	0.001
2.335	0.000	0.001
2.384	0.000	0.001
2.437	0.000	0.001
2.486	0.000	0.001
2.537	0.000	0.001
2.585	0.000	0.001
2.635	0.000	0.001
2.686	0.000	0.001
2.735	0.000	0.001
2.786	0.000	0.001
2.836	0.000	0.001
2.886	0.000	0.001
2.937	0.000	0.001
2.985	0.000	0.001
3.035	0.000	0.001
3.086	0.000	0.001
3.136	0.000	0.001
3.186	0.000	0.001
3.237	0.000	0.001
3.287	0.000	0.001
3.335	0.000	0.001
3.385	0.000	0.001
3.436	0.000	0.001
3.487	0.000	0.001
3.536	0.000	0.001
3.587	0.000	0.001
3.637	0.000	0.001
3.685	0.000	0.001
3.734	0.000	0.001
3.786	0.000	0.001
3.835	0.000	0.001
3.886	0.000	0.001
3.938	0.000	0.001
3.986	0.000	0.001
4.035	0.000	0.001
4.084	0.000	0.001
4.135	0.000	0.001
4.185	0.000	0.001
4.241	-0.000	0.001
4.305	-0.000	0.001
4.353	-0.000	0.001
4.413	-0.010	0.001
4.455	-0.010	0.001
4.502	-0.010	0.001
4.554	-0.010	0.001
4.605	-0.010	0.001
4.656	-0.010	0.001
4.704	-0.020	0.001
4.755	-0.020	0.001
4.805	-0.020	0.001
4.862	-0.020	0.001
4.905	-0.020	0.001
4.954	-0.020	0.001
5.005	-0.030	0.001
5.052	-0.030	0.001
5.104	-0.030	0.001
5.154	-0.030	0.001
5.204	-0.030	0.001
5.257	-0.030	0.001
5.306	-0.040	0.001
5.352	-0.040	0.001
5.404	-0.040	0.001
5.456	-0.040	0.001
5.506	-0.040	0.001
5.557	-0.040	0.001
5.604	-0.050	0.001
5.655	-0.050	0.001
5.705	-0.050	0.001
5.757	-0.050	0.001
5.803	-0.050	0.001
5.857	-0.050	0.001
5.903	-0.060	0.001
5.954	-0.060	0.001
6.006	-0.060	0.001
6.056	-0.060	0.001
6.107	-0.060	0.001
6.154	-0.060	0.001
6.208	-0.070	0.001
6.254	-0.070	0.001
6.306	-0.070	0.001
6.357	-0.070	0.001
6.406	-0.070	0.001
6.457	-0.070	0.001
6.504	-0.080	0.001
6.556	-0.080	0.001
6.605	-0.080	0.001
6.657	-0.080	0.001
6.708	-0.080	0.001
6.757	-0.080	0.001
6.807	-0.090	0.001
6.855	-0.090	0.001
6.906	-0.090	0.001
6.955	-0.090	0.000
7.004	-0.090	-0.002
7.056	-0.090	-0.003
7.115	-0.100	-0.005
7.157	-0.100	-0.005
7.207	-0.100	-0.006
7.258	-0.100	-0.008
7.308	-0.100	-0.009
7.354	-0.100	-0.010
7.406	-0.110	-0.010
7.458	-0.110	-0.011
7.508	-0.110	-0.012
7.566	-0.110	-0.012
