Time(s)	Extension(mm)	Load(N)
0.001	0.000	0.000
0.020	0.000	0.000
0.046	0.000	0.000
0.095	0.000	0.000
0.143	0.000	0.001
0.193	0.000	0.000
0.243	0.000	0.001
0.293	0.000	0.000
0.345	0.000	0.000
0.396	0.000	0.000
0.446	0.000	0.000
0.493	0.000	0.001
0.543	0.000	0.000
0.593	0.000	0.000
0.643	0.000	0.000
0.695	0.000	0.000
0.744	0.000	0.001
0.796	0.000	0.000
0.844	0.000	0.001
0.893	0.000	0.000
0.944	0.000	0.000
0.993	0.000	0.000
1.044	0.000	0.000
1.094	0.000	0.000
1.146	0.000	0.000
1.196	0.000	0.000
1.243	0.000	0.000
1.294	0.000	0.000
1.344	0.000	0.001
1.396	0.000	0.000
1.444	0.000	0.001
1.496	0.000	0.000
1.545	0.000	0.000
1.593	0.000	0.000
1.643	0.000	0.000
1.694	0.000	0.001
1.746	0.000	0.000
1.794	0.000	0.000
1.846	0.000	0.000
1.895	0.000	0.001
1.943	0.000	0.000
1.993	0.000	0.000
2.043	0.000	0.000
2.093	0.000	0.001
2.146	0.000	0.001
2.196	0.000	0.000
2.246	0.000	0.001
2.293	0.000	0.000
2.343	0.000	0.001
2.393	0.000	0.001
2.443	0.000	0.000
2.494	0.000	0.000
2.545	0.000	0.000
2.596	0.000	0.001
2.644	0.000	0.000
2.697	-0.000	0.000
2.763	-0.000	0.001
2.820	-0.000	0.000
2.864	-0.010	0.000
2.912	-0.010	0.001
2.964	-0.010	0.000
3.020	-0.010	0.000
3.062	-0.010	0.001
3.114	-0.010	0.001
3.169	-0.020	0.000
3.214	-0.020	0.001
3.262	-0.020	0.000
3.314	-0.020	0.001
3.364	-0.020	0.001
3.415	-0.020	0.000
3.462	-0.030	0.000
3.514	-0.030	0.001
3.572	-0.030	0.000
3.614	-0.030	0.000
3.662	-0.030	0.001
3.713	-0.030	0.000
3.762	-0.040	0.001
3.814	-0.040	0.000
3.861	-0.040	0.001
3.912	-0.040	0.000
3.962	-0.040	0.000
4.014	-0.040	0.001
4.065	-0.050	0.000
4.114	-0.050	0.001
4.162	-0.050	0.001
4.212	-0.050	0.001
4.264	-0.050	0.001
4.313	-0.050	0.000
4.364	-0.060	0.000
4.411	-0.060	0.001
4.470	-0.060	0.000
4.512	-0.060	0.001
4.564	-0.060	0.001
4.614	-0.060	0.000
4.662	-0.070	0.001
4.714	-0.070	0.000
4.760	-0.070	0.000
4.812	-0.070	0.001
4.862	-0.070	0.000
4.914	-0.070	0.001
4.964	-0.080	0.000
5.014	-0.080	0.000
5.064	-0.080	0.001
5.112	-0.080	0.000
5.162	-0.080	0.000
5.213	-0.080	0.001
5.264	-0.090	0.000
5.310	-0.090	0.001
5.365	-0.090	0.000
5.410	-0.090	0.000
5.462	-0.090	0.001
5.514	-0.090	0.000
5.564	-0.100	0.000
5.614	-0.100	0.001
5.662	-0.100	0.000
5.712	-0.100	0.001
5.762	-0.100	0.000
5.814	-0.100	0.000
5.864	-0.110	0.000
5.914	-0.110	0.001
5.960	-0.110	0.000
6.012	-0.110	0.001
6.062	-0.110	0.000
6.112	-0.110	0.001
6.162	-0.120	0.000
6.210	-0.120	0.001
6.264	-0.120	0.001
6.310	-0.120	0.000
6.362	-0.120	0.001
6.413	-0.120	0.000
6.462	-0.130	0.001
6.512	-0.130	0.000
6.564	-0.130	0.001
6.610	-0.130	0.001
6.660	-0.130	0.000
6.712	-0.130	0.000
6.762	-0.140	0.001
6.812	-0.140	0.000
6.862	-0.140	0.001
6.914	-0.140	0.001
6.969	-0.140	0.000
7.015	-0.140	0.001
7.061	-0.150	0.000
7.112	-0.150	0.001
7.170	-0.150	0.000
7.212	-0.150	0.000
7.264	-0.150	0.001
7.314	-0.150	0.000
7.364	-0.160	0.000
7.414	-0.160	0.001
7.462	-0.160	-0.001
7.513	-0.160	-0.002
7.562	-0.160	-0.003
7.621	-0.160	-0.004
7.664	-0.170	-0.005
7.714	-0.170	-0.005
7.765	-0.170	-0.006
7.812	-0.170	-0.007
7.863	-0.170	-0.008
7.913	-0.170	-0.008
7.964	-0.180	-0.009
8.014	-0.180	-0.009
8.072	-0.180	-0.009
8.114	-0.180	-0.010
8.170	-0.180	-0.010
8.213	-0.180	-0.012
8.263	-0.190	-0.012
8.314	-0.190	-0.013
8.363	-0.190	-0.013
8.415	-0.190	-0.013
8.465	-0.190	-0.014
8.521	-0.190	-0.014
