Time(s)	Extension(mm)	Load(N)
0.001	0.000	0.001
0.018	0.000	0.001
0.037	0.000	0.001
0.087	0.000	0.001
0.138	0.000	0.001
0.190	0.000	0.001
0.236	0.000	0.001
0.290	0.000	0.001
0.338	0.000	0.001
0.387	0.000	0.001
0.437	0.000	0.001
0.487	0.000	0.001
0.539	0.000	0.001
0.590	0.000	0.001
0.640	0.000	0.001
0.688	0.000	0.001
0.737	0.000	0.001
0.788	0.000	0.001
0.837	0.000	0.001
0.888	0.000	0.001
0.938	0.000	0.001
0.990	0.000	0.001
1.040	0.000	0.001
1.087	0.000	0.001
1.137	0.000	0.001
1.187	0.000	0.001
1.238	0.000	0.001
1.287	0.000	0.001
1.338	0.000	0.001
1.388	0.000	0.001
1.436	0.000	0.001
1.486	0.000	0.001
1.537	0.000	0.001
1.588	0.000	0.001
1.638	0.000	0.001
1.688	0.000	0.001
1.737	0.000	0.001
1.786	0.000	0.001
1.836	0.000	0.001
1.886	0.000	0.001
1.936	0.000	0.001
1.988	0.000	0.001
2.038	0.000	0.001
2.088	0.000	0.001
2.136	0.000	0.001
2.185	0.000	0.001
2.235	0.000	0.001
2.286	0.000	0.001
2.337	0.000	0.001
2.388	0.000	0.001
2.437	0.000	0.001
2.486	0.000	0.001
2.536	0.000	0.001
2.585	0.000	0.001
2.635	0.000	0.001
2.687	0.000	0.001
2.736	0.000	0.001
2.787	0.000	0.001
2.837	0.000	0.001
2.885	0.000	0.001
2.936	0.000	0.001
2.985	0.000	0.001
3.036	0.000	0.001
3.086	0.000	0.001
3.136	0.000	0.001
3.186	0.000	0.001
3.239	0.000	0.001
3.290	0.000	0.001
3.343	-0.000	0.001
3.405	-0.000	0.001
3.456	-0.000	0.001
3.505	-0.010	0.001
3.556	-0.010	0.001
3.606	-0.010	0.001
3.658	-0.010	0.001
3.705	-0.010	0.001
3.757	-0.010	0.000
3.806	-0.020	0.001
3.863	-0.020	0.001
3.905	-0.020	0.001
3.955	-0.020	0.001
4.007	-0.020	0.001
4.054	-0.020	0.001
4.105	-0.030	0.001
4.155	-0.030	0.000
4.206	-0.030	0.001
4.263	-0.030	0.001
4.308	-0.030	0.001
4.355	-0.030	0.001
4.407	-0.040	0.001
4.458	-0.040	0.001
4.507	-0.040	0.001
4.558	-0.040	0.001
4.607	-0.040	0.001
4.658	-0.040	0.001
4.708	-0.050	0.001
4.759	-0.050	0.001
4.806	-0.050	0.001
4.855	-0.050	0.001
4.906	-0.050	0.001
4.958	-0.050	0.001
5.009	-0.060	0.000
5.058	-0.060	0.001
5.109	-0.060	0.001
5.156	-0.060	0.001
5.214	-0.060	0.001
5.256	-0.060	0.001
5.307	-0.070	0.001
5.358	-0.070	0.001
5.409	-0.070	0.001
5.459	-0.070	0.001
5.506	-0.070	0.001
5.557	-0.070	0.001
5.607	-0.080	0.001
5.658	-0.080	0.001
5.709	-0.080	0.001
5.759	-0.080	0.001
5.814	-0.080	0.001
5.857	-0.080	0.001
5.907	-0.090	0.001
5.957	-0.090	0.001
6.008	-0.090	0.001
6.055	-0.090	0.000
6.109	-0.090	0.001
6.155	-0.090	0.001
6.207	-0.100	0.001
6.258	-0.100	0.001
6.307	-0.100	0.001
6.358	-0.100	0.001
6.405	-0.100	0.001
6.457	-0.100	0.001
6.507	-0.110	0.001
6.558	-0.110	0.001
6.609	-0.110	0.000
6.658	-0.110	0.001
6.709	-0.110	0.001
6.756	-0.110	0.000
6.806	-0.120	0.001
6.856	-0.120	0.001
6.907	-0.120	0.001
6.959	-0.120	0.001
7.017	-0.120	0.001
7.059	-0.120	0.001
7.106	-0.130	0.001
7.157	-0.130	0.001
7.206	-0.130	0.001
7.257	-0.130	0.001
7.309	-0.130	0.001
7.359	-0.130	0.001
7.408	-0.140	0.001
7.464	-0.140	0.001
7.506	-0.140	0.001
7.556	-0.140	0.001
7.607	-0.140	0.001
7.658	-0.140	0.001
7.709	-0.150	0.001
7.757	-0.150	0.001
7.809	-0.150	0.000
7.856	-0.150	0.001
7.914	-0.150	0.001
7.955	-0.150	-0.000
8.007	-0.160	-0.001
8.058	-0.160	-0.002
8.108	-0.160	-0.003
8.159	-0.160	-0.003
8.209	-0.160	-0.004
8.263	-0.160	-0.004
8.309	-0.170	-0.005
8.356	-0.170	-0.006
8.407	-0.170	-0.006
8.457	-0.170	-0.007
8.508	-0.170	-0.007
8.558	-0.170	-0.007
8.609	-0.180	-0.008
8.659	-0.180	-0.008
8.714	-0.180	-0.008
8.757	-0.180	-0.009
8.815	-0.180	-0.009
8.857	-0.180	-0.010
8.907	-0.190	-0.010
8.958	-0.190	-0.010
9.008	-0.190	-0.011
9.059	-0.190	-0.012
9.106	-0.190	-0.012
9.157	-0.190	-0.012
9.207	-0.200	-0.013
9.266	-0.200	-0.013
9.308	-0.200	-0.013
9.358	-0.200	-0.014
9.409	-0.200	-0.015
9.457	-0.200	-0.015
9.507	-0.210	-0.016
9.557	-0.210	-0.016
9.608	-0.210	-0.016
9.658	-0.210	-0.017
9.716	-0.210	-0.017
9.757	-0.210	-0.018
9.809	-0.220	-0.019
9.863	-0.220	-0.019
9.909	-0.220	-0.019
9.955	-0.220	-0.020
10.009	-0.220	-0.020
10.056	-0.220	-0.021
10.105	-0.230	-0.021
10.157	-0.230	-0.022
10.207	-0.230	-0.022
10.257	-0.230	-0.023
10.308	-0.230	-0.023
10.357	-0.230	-0.023
10.408	-0.240	-0.024
10.457	-0.240	-0.024
10.509	-0.240	-0.024
10.555	-0.240	-0.025
10.609	-0.240	-0.025
10.655	-0.240	-0.025
10.710	-0.250	-0.026
10.756	-0.250	-0.026
10.805	-0.250	-0.027
10.856	-0.250	-0.027
10.907	-0.250	-0.028
10.958	-0.250	-0.029
11.007	-0.260	-0.029
11.066	-0.260	-0.030
11.107	-0.260	-0.030
11.157	-0.260	-0.031
11.208	-0.260	-0.032
11.259	-0.260	-0.032
11.305	-0.270	-0.033
11.359	-0.270	-0.034
11.405	-0.270	-0.034
11.455	-0.270	-0.035
11.509	-0.270	-0.035
11.555	-0.270	-0.035
11.607	-0.280	-0.036
11.657	-0.280	-0.037
11.707	-0.280	-0.037
11.757	-0.280	-0.038
11.807	-0.280	-0.038
11.858	-0.280	-0.039
11.907	-0.290	-0.040
11.959	-0.290	-0.041
12.014	-0.290	-0.041
12.059	-0.290	-0.041
12.113	-0.290	-0.042
12.159	-0.290	-0.042
12.214	-0.300	-0.042
12.259	-0.300	-0.043
12.305	-0.300	-0.043
12.357	-0.300	-0.044
12.415	-0.300	-0.045
12.457	-0.300	-0.046
12.506	-0.310	-0.046
12.557	-0.310	-0.047
12.607	-0.310	-0.048
12.657	-0.310	-0.048
12.709	-0.310	-0.048
12.759	-0.310	-0.049
12.809	-0.320	-0.049
12.867	-0.320	-0.050
12.909	-0.320	-0.051
12.958	-0.320	-0.051
13.009	-0.320	-0.052
13.055	-0.320	-0.053
13.106	-0.330	-0.054
13.155	-0.330	-0.054
13.207	-0.330	-0.055
13.256	-0.330	-0.055
13.313	-0.330	-0.056
13.356	-0.330	-0.056
13.407	-0.340	-0.057
13.457	-0.340	-0.057
13.507	-0.340	-0.058
13.557	-0.340	-0.059
13.607	-0.340	-0.059
13.658	-0.340	-0.061
13.707	-0.350	-0.061
13.759	-0.350	-0.062
13.805	-0.350	-0.062
13.859	-0.350	-0.063
13.909	-0.350	-0.064
13.959	-0.350	-0.064
14.014	-0.360	-0.064
14.059	-0.360	-0.065
14.105	-0.360	-0.066
14.157	-0.360	-0.067
14.215	-0.360	-0.068
14.257	-0.360	-0.069
14.306	-0.370	-0.070
14.357	-0.370	-0.070
14.407	-0.370	-0.071
14.457	-0.370	-0.071
14.509	-0.370	-0.072
14.556	-0.370	-0.072
14.605	-0.380	-0.073
14.659	-0.380	-0.074
14.705	-0.380	-0.075
14.763	-0.380	-0.076
14.806	-0.380	-0.077
14.857	-0.380	-0.078
14.908	-0.390	-0.080
14.957	-0.390	-0.081
15.009	-0.390	-0.082
15.058	-0.390	-0.083
15.117	-0.390	-0.085
15.158	-0.390	-0.085
15.209	-0.400	-0.087
15.256	-0.400	-0.088
15.305	-0.400	-0.089
15.356	-0.400	-0.091
15.405	-0.400	-0.093
15.457	-0.400	-0.095
15.506	-0.410	-0.096
15.557	-0.410	-0.098
15.608	-0.410	-0.100
15.657	-0.410	-0.100
15.708	-0.410	-0.102
15.758	-0.410	-0.103
15.813	-0.420	-0.104
15.865	-0.420	-0.106
15.909	-0.420	-0.107
15.957	-0.420	-0.109
16.016	-0.420	-0.111
16.059	-0.420	-0.113
16.114	-0.430	-0.115
16.157	-0.430	-0.116
16.209	-0.430	-0.118
16.264	-0.430	-0.119
16.309	-0.430	-0.121
16.365	-0.430	-0.122
16.407	-0.440	-0.123
16.466	-0.440	-0.125
16.514	-0.440	-0.127
16.565	-0.440	-0.129
16.608	-0.440	-0.131
16.665	-0.440	-0.133
16.708	-0.450	-0.136
16.759	-0.450	-0.138
16.815	-0.450	-0.139
16.857	-0.450	-0.141
16.917	-0.450	-0.143
16.964	-0.450	-0.144
17.008	-0.460	-0.146
17.064	-0.460	-0.148
17.115	-0.460	-0.151
17.158	-0.460	-0.154
17.209	-0.460	-0.157
17.257	-0.460	-0.160
17.308	-0.470	-0.163
17.364	-0.470	-0.166
17.407	-0.470	-0.169
17.458	-0.470	-0.171
17.514	-0.470	-0.173
17.556	-0.470	-0.175
17.609	-0.480	-0.178
