Time(s)	Extension(mm)	Load(N)
0.001	0.000	0.000
0.021	0.000	0.000
0.060	0.000	0.000
0.105	0.000	0.000
0.159	0.000	0.000
0.206	0.000	0.000
0.256	0.000	0.000
0.305	0.000	0.000
0.356	0.000	0.000
0.410	0.000	0.000
0.459	0.000	0.000
0.510	0.000	0.000
0.556	0.000	0.000
0.606	0.000	0.000
0.656	0.000	0.000
0.717	-0.000	0.000
0.775	-0.000	0.000
0.826	-0.000	0.000
0.883	-0.010	0.000
0.926	-0.010	0.000
0.976	-0.010	0.000
1.028	-0.010	0.001
1.075	-0.010	0.000
1.126	-0.010	0.000
1.177	-0.020	0.000
1.233	-0.020	0.000
1.275	-0.020	0.001
1.325	-0.020	0.000
1.376	-0.020	0.001
1.425	-0.020	0.000
1.483	-0.030	0.000
1.526	-0.030	0.000
1.578	-0.030	0.000
1.633	-0.030	0.000
1.678	-0.030	0.000
1.724	-0.030	0.000
1.776	-0.040	0.001
1.828	-0.040	0.000
1.878	-0.040	0.001
1.924	-0.040	0.000
1.976	-0.040	0.000
2.026	-0.040	0.001
2.076	-0.050	0.000
2.126	-0.050	0.001
2.177	-0.050	0.000
2.227	-0.050	0.000
2.278	-0.050	0.001
2.326	-0.050	0.000
2.383	-0.060	0.001
2.425	-0.060	0.000
2.477	-0.060	0.000
2.528	-0.060	0.001
2.577	-0.060	0.000
2.626	-0.060	0.001
2.677	-0.070	0.000
2.728	-0.070	0.000
2.778	-0.070	0.000
2.824	-0.070	0.000
2.876	-0.070	0.001
2.926	-0.070	0.000
2.976	-0.080	0.000
3.029	-0.080	0.001
3.074	-0.080	0.000
3.124	-0.080	0.000
3.175	-0.080	0.001
3.227	-0.080	0.000
3.285	-0.090	0.001
3.328	-0.090	0.000
3.375	-0.090	0.001
3.426	-0.090	0.000
3.475	-0.090	0.000
3.526	-0.090	0.001
3.578	-0.100	0.000
3.626	-0.100	0.001
3.676	-0.100	0.000
3.728	-0.100	0.000
3.774	-0.100	0.001
3.832	-0.100	0.000
3.874	-0.110	0.000
3.926	-0.110	0.000
3.977	-0.110	0.001
4.027	-0.110	0.000
4.078	-0.110	0.000
4.125	-0.110	0.001
4.178	-0.120	0.000
4.224	-0.120	0.000
4.276	-0.120	0.001
4.327	-0.120	0.000
4.374	-0.120	0.001
4.425	-0.120	0.000
4.476	-0.130	0.000
4.527	-0.130	0.000
4.576	-0.130	0.000
4.628	-0.130	0.001
4.674	-0.130	0.000
4.724	-0.130	0.000
4.775	-0.140	0.001
4.826	-0.140	0.000
4.877	-0.140	0.000
4.926	-0.140	0.001
4.977	-0.140	0.000
5.018	-0.140	0.001
5.085	-0.150	0.000
5.126	-0.150	0.000
5.178	-0.150	0.000
5.224	-0.150	0.000
5.274	-0.150	0.001
5.324	-0.150	0.000
5.374	-0.160	0.000
5.425	-0.160	0.000
5.468	-0.160	-0.002
5.529	-0.160	-0.003
5.575	-0.160	-0.004
5.625	-0.160	-0.004
5.676	-0.170	-0.005
5.725	-0.170	-0.006
5.776	-0.170	-0.007
5.826	-0.170	-0.007
5.878	-0.170	-0.008
5.932	-0.170	-0.008
5.978	-0.180	-0.009
6.024	-0.180	-0.009
6.083	-0.180	-0.009
6.126	-0.180	-0.010
6.176	-0.180	-0.010
6.227	-0.180	-0.011
6.278	-0.190	-0.012
6.326	-0.190	-0.012
6.375	-0.190	-0.013
6.434	-0.190	-0.013
6.476	-0.190	-0.013
6.526	-0.190	-0.014
6.576	-0.200	-0.014
6.628	-0.200	-0.015
6.674	-0.200	-0.015
6.725	-0.200	-0.015
6.776	-0.200	-0.016
6.826	-0.200	-0.016
6.884	-0.210	-0.017
6.926	-0.210	-0.017
6.978	-0.210	-0.017
7.032	-0.210	-0.018
7.078	-0.210	-0.018
7.132	-0.210	-0.019
7.178	-0.220	-0.019
7.224	-0.220	-0.019
7.275	-0.220	-0.020
7.326	-0.220	-0.020
7.376	-0.220	-0.021
7.426	-0.220	-0.021
7.476	-0.230	-0.022
7.526	-0.230	-0.022
7.577	-0.230	-0.023
7.627	-0.230	-0.023
7.678	-0.230	-0.024
7.724	-0.230	-0.024
7.778	-0.240	-0.024
7.833	-0.240	-0.025
7.878	-0.240	-0.025
7.925	-0.240	-0.026
7.974	-0.240	-0.027
8.025	-0.240	-0.027
8.076	-0.250	-0.028
8.128	-0.250	-0.028
8.176	-0.250	-0.029
8.235	-0.250	-0.029
8.276	-0.250	-0.029
8.326	-0.250	-0.030
8.377	-0.260	-0.030
8.428	-0.260	-0.031
8.474	-0.260	-0.031
8.528	-0.260	-0.031
8.575	-0.260	-0.031
8.624	-0.260	-0.032
8.679	-0.270	-0.032
8.724	-0.270	-0.032
8.776	-0.270	-0.032
8.828	-0.270	-0.032
8.876	-0.270	-0.033
8.927	-0.270	-0.033
8.976	-0.280	-0.033
9.028	-0.280	-0.033
9.077	-0.280	-0.033
9.133	-0.280	-0.034
9.175	-0.280	-0.033
9.228	-0.280	-0.034
9.274	-0.290	-0.034
9.324	-0.290	-0.034
9.375	-0.290	-0.034
9.424	-0.290	-0.034
9.476	-0.290	-0.034
9.527	-0.290	-0.034
9.584	-0.300	-0.034
9.626	-0.300	-0.035
9.676	-0.300	-0.035
9.727	-0.300	-0.036
9.777	-0.300	-0.037
9.828	-0.300	-0.037
9.882	-0.310	-0.038
9.925	-0.310	-0.039
9.974	-0.310	-0.039
10.028	-0.310	-0.040
10.074	-0.310	-0.040
10.128	-0.310	-0.041
10.174	-0.320	-0.042
10.226	-0.320	-0.042
10.276	-0.320	-0.042
10.326	-0.320	-0.043
10.377	-0.320	-0.044
10.426	-0.320	-0.044
10.485	-0.330	-0.045
10.526	-0.330	-0.045
10.578	-0.330	-0.046
10.628	-0.330	-0.046
10.678	-0.330	-0.047
10.728	-0.330	-0.047
10.778	-0.340	-0.048
10.832	-0.340	-0.048
10.879	-0.340	-0.049
10.926	-0.340	-0.049
10.976	-0.340	-0.050
11.025	-0.340	-0.051
11.076	-0.350	-0.051
11.126	-0.350	-0.052
11.176	-0.350	-0.052
11.226	-0.350	-0.053
11.276	-0.350	-0.053
11.328	-0.350	-0.054
11.386	-0.360	-0.054
11.428	-0.360	-0.055
11.477	-0.360	-0.056
11.528	-0.360	-0.056
11.578	-0.360	-0.057
11.628	-0.360	-0.058
11.675	-0.370	-0.059
11.726	-0.370	-0.059
11.775	-0.370	-0.060
11.832	-0.370	-0.060
11.875	-0.370	-0.061
11.924	-0.370	-0.061
11.976	-0.380	-0.062
12.027	-0.380	-0.063
12.077	-0.380	-0.063
12.126	-0.380	-0.064
12.178	-0.380	-0.065
12.226	-0.380	-0.066
12.285	-0.390	-0.067
12.326	-0.390	-0.067
12.378	-0.390	-0.068
12.425	-0.390	-0.068
12.474	-0.390	-0.069
12.525	-0.390	-0.070
12.575	-0.400	-0.070
12.626	-0.400	-0.071
12.675	-0.400	-0.072
12.728	-0.400	-0.072
12.778	-0.400	-0.074
12.827	-0.400	-0.074
12.878	-0.410	-0.075
12.928	-0.410	-0.076
12.978	-0.410	-0.077
13.028	-0.410	-0.078
13.074	-0.410	-0.079
13.126	-0.410	-0.079
13.183	-0.420	-0.080
13.225	-0.420	-0.082
13.274	-0.420	-0.083
13.324	-0.420	-0.085
13.374	-0.420	-0.086
13.424	-0.420	-0.088
13.476	-0.430	-0.089
13.526	-0.430	-0.090
13.575	-0.430	-0.092
13.633	-0.430	-0.093
13.676	-0.430	-0.094
13.725	-0.430	-0.095
13.775	-0.440	-0.096
13.826	-0.440	-0.097
13.876	-0.440	-0.099
13.926	-0.440	-0.101
13.976	-0.440	-0.104
14.028	-0.440	-0.106
14.088	-0.450	-0.108
14.126	-0.450	-0.110
14.182	-0.450	-0.112
14.226	-0.450	-0.114
14.276	-0.450	-0.116
14.328	-0.450	-0.117
14.384	-0.460	-0.119
14.428	-0.460	-0.120
14.478	-0.460	-0.123
14.526	-0.460	-0.125
14.584	-0.460	-0.128
14.634	-0.460	-0.130
14.676	-0.470	-0.133
14.728	-0.470	-0.135
14.784	-0.470	-0.137
14.826	-0.470	-0.139
14.878	-0.470	-0.140
14.927	-0.470	-0.142
14.986	-0.480	-0.144
15.033	-0.480	-0.146
15.084	-0.480	-0.149
15.128	-0.480	-0.151
15.178	-0.480	-0.154
15.234	-0.480	-0.156
15.278	-0.490	-0.159
15.326	-0.490	-0.162
15.376	-0.490	-0.164
15.436	-0.490	-0.166
15.485	-0.490	-0.168
15.527	-0.490	-0.169
15.579	-0.500	-0.172
15.627	-0.500	-0.174
15.679	-0.500	-0.176
15.733	-0.500	-0.179
15.777	-0.500	-0.181
15.829	-0.500	-0.185
15.888	-0.510	-0.187
15.927	-0.510	-0.190
15.979	-0.510	-0.192
16.035	-0.510	-0.194
16.077	-0.510	-0.196
16.129	-0.510	-0.197
16.184	-0.520	-0.199
16.227	-0.520	-0.202
16.279	-0.520	-0.204
16.335	-0.520	-0.207
16.378	-0.520	-0.210
16.429	-0.520	-0.213
16.485	-0.530	-0.216
16.527	-0.530	-0.218
16.579	-0.530	-0.220
16.634	-0.530	-0.223
16.677	-0.530	-0.225
16.735	-0.530	-0.227
16.785	-0.540	-0.229
16.828	-0.540	-0.231
16.879	-0.540	-0.234
16.935	-0.540	-0.237
16.977	-0.540	-0.240
17.029	-0.540	-0.243
17.077	-0.550	-0.246
17.129	-0.550	-0.249
17.184	-0.550	-0.252
17.235	-0.550	-0.253
17.277	-0.550	-0.255
17.329	-0.550	-0.257
17.385	-0.560	-0.260
17.429	-0.560	-0.262
17.485	-0.560	-0.266
17.527	-0.560	-0.269
17.579	-0.560	-0.273
17.634	-0.560	-0.276
17.685	-0.570	-0.280
17.728	-0.570	-0.283
17.785	-0.570	-0.286
17.829	-0.570	-0.288
17.879	-0.570	-0.291
17.935	-0.570	-0.293
17.977	-0.580	-0.296
18.029	-0.580	-0.299
18.083	-0.580	-0.303
18.127	-0.580	-0.306
18.185	-0.580	-0.310
18.235	-0.580	-0.314
18.277	-0.590	-0.318
18.329	-0.590	-0.321
18.385	-0.590	-0.325
18.427	-0.590	-0.327
18.480	-0.590	-0.330
18.527	-0.590	-0.333
18.587	-0.600	-0.336
18.633	-0.600	-0.339
18.685	-0.600	-0.343
18.729	-0.600	-0.347
18.779	-0.600	-0.350
18.835	-0.600	-0.355
18.879	-0.610	-0.358
18.935	-0.610	-0.362
18.977	-0.610	-0.366
19.037	-0.610	-0.368
19.085	-0.610	-0.371
19.135	-0.610	-0.374
19.179	-0.620	-0.377
19.235	-0.620	-0.380
19.279	-0.620	-0.384
19.329	-0.620	-0.388
19.385	-0.620	-0.393
19.427	-0.620	-0.397
19.487	-0.630	-0.400
19.534	-0.630	-0.404
19.578	-0.630	-0.408
19.633	-0.630	-0.410
19.685	-0.630	-0.413
19.727	-0.630	-0.416
19.779	-0.640	-0.420
19.835	-0.640	-0.423
19.877	-0.640	-0.427
19.933	-0.640	-0.431
19.977	-0.640	-0.436
20.027	-0.640	-0.440
20.079	-0.650	-0.445
20.134	-0.650	-0.448
20.177	-0.650	-0.452
20.229	-0.650	-0.455
20.285	-0.650	-0.458
20.329	-0.650	-0.461
20.389	-0.660	-0.464
20.427	-0.660	-0.468
20.478	-0.660	-0.472
20.534	-0.660	-0.476
20.585	-0.660	-0.481
20.628	-0.660	-0.486
20.685	-0.670	-0.490
20.729	-0.670	-0.495
20.779	-0.670	-0.498
20.834	-0.670	-0.502
20.877	-0.670	-0.505
20.929	-0.670	-0.508
20.985	-0.680	-0.511
21.029	-0.680	-0.515
21.085	-0.680	-0.519
21.126	-0.680	-0.525
21.183	-0.680	-0.529
21.235	-0.680	-0.535
21.287	-0.690	-0.540
21.333	-0.690	-0.544
21.378	-0.690	-0.548
21.434	-0.690	-0.551
21.485	-0.690	-0.554
21.528	-0.690	-0.558
21.580	-0.700	-0.561
21.627	-0.700	-0.565
21.679	-0.700	-0.570
21.735	-0.700	-0.575
21.779	-0.700	-0.580
21.834	-0.700	-0.586
21.877	-0.710	-0.591
21.929	-0.710	-0.595
21.985	-0.710	-0.600
22.025	-0.710	-0.604
22.079	-0.710	-0.607
22.127	-0.710	-0.611
22.187	-0.720	-0.615
22.235	-0.720	-0.619
22.276	-0.720	-0.624
22.329	-0.720	-0.629
22.384	-0.720	-0.635
22.428	-0.720	-0.641
22.485	-0.730	-0.646
22.529	-0.730	-0.651
22.579	-0.730	-0.656
22.639	-0.730	-0.661
22.677	-0.730	-0.664
22.729	-0.730	-0.668
22.785	-0.740	-0.672
22.829	-0.740	-0.676
22.885	-0.740	-0.681
22.926	-0.740	-0.687
22.983	-0.740	-0.692
23.035	-0.740	-0.698
23.087	-0.750	-0.704
23.134	-0.750	-0.710
23.179	-0.750	-0.715
23.234	-0.750	-0.720
23.285	-0.750	-0.724
23.329	-0.750	-0.729
23.380	-0.760	-0.732
23.427	-0.760	-0.737
23.479	-0.760	-0.742
23.535	-0.760	-0.747
23.579	-0.760	-0.754
23.634	-0.760	-0.760
23.677	-0.770	-0.766
23.729	-0.770	-0.772
23.786	-0.770	-0.778
23.826	-0.770	-0.783
23.880	-0.770	-0.788
23.928	-0.770	-0.792
23.987	-0.780	-0.796
24.035	-0.780	-0.800
24.078	-0.780	-0.805
24.135	-0.780	-0.811
24.185	-0.780	-0.818
24.229	-0.780	-0.824
24.285	-0.790	-0.831
24.329	-0.790	-0.836
24.384	-0.790	-0.843
24.443	-0.790	-0.848
24.477	-0.790	-0.852
24.529	-0.790	-0.856
24.580	-0.800	-0.861
24.630	-0.800	-0.865
24.677	-0.800	-0.870
24.728	-0.800	-0.876
24.777	-0.800	-0.882
24.827	-0.800	-0.889
24.889	-0.810	-0.896
24.926	-0.810	-0.902
24.985	-0.810	-0.908
25.027	-0.810	-0.913
25.078	-0.810	-0.918
25.136	-0.810	-0.922
25.177	-0.820	-0.926
25.230	-0.820	-0.930
25.277	-0.820	-0.936
25.329	-0.820	-0.942
25.377	-0.820	-0.948
25.427	-0.820	-0.955
25.484	-0.830	-0.963
25.535	-0.830	-0.969
25.578	-0.830	-0.975
25.629	-0.830	-0.979
25.684	-0.830	-0.984
25.729	-0.830	-0.988
