Time(s)	Extension(mm)	Load(N)
0.001	0.000	-0.001
0.018	0.000	-0.001
0.040	0.000	-0.000
0.073	0.000	-0.001
0.123	0.000	-0.001
0.172	0.000	-0.001
0.222	0.000	-0.001
0.277	0.000	-0.000
0.323	0.000	-0.001
0.373	0.000	-0.001
0.423	0.000	-0.001
0.473	0.000	-0.001
0.522	0.000	-0.000
0.578	0.000	-0.000
0.622	0.000	-0.001
0.674	0.000	-0.001
0.724	0.000	-0.001
0.774	0.000	-0.000
0.824	0.000	-0.001
0.872	0.000	-0.001
0.922	0.000	-0.001
0.973	0.000	-0.001
1.023	0.000	-0.001
1.075	0.000	-0.000
1.125	0.000	-0.001
1.174	0.000	-0.000
1.224	0.000	-0.000
1.273	0.000	-0.001
1.324	0.000	-0.001
1.373	0.000	-0.000
1.425	0.000	-0.000
1.475	0.000	-0.001
1.527	0.000	-0.001
1.575	0.000	-0.001
1.624	0.000	-0.001
1.684	-0.000	-0.000
1.742	-0.010	-0.001
1.792	-0.010	-0.001
1.843	-0.010	-0.001
1.891	-0.010	-0.001
1.943	-0.020	-0.000
1.994	-0.020	-0.001
2.050	-0.020	-0.001
2.092	-0.030	-0.001
2.143	-0.030	-0.001
2.194	-0.030	0.000
2.240	-0.040	0.000
2.283	-0.040	-0.001
2.343	-0.040	-0.000
2.394	-0.050	-0.001
2.441	-0.050	-0.001
2.495	-0.050	-0.000
2.541	-0.060	-0.000
2.601	-0.060	-0.001
2.642	-0.060	-0.000
2.692	-0.060	-0.001
2.742	-0.070	-0.001
2.795	-0.070	-0.001
2.849	-0.070	0.000
2.892	-0.080	-0.001
2.945	-0.080	-0.001
2.991	-0.080	-0.001
3.050	-0.090	-0.001
3.092	-0.090	-0.001
3.144	-0.090	0.000
3.195	-0.100	-0.001
3.245	-0.100	-0.001
3.300	-0.100	-0.001
3.345	-0.110	-0.001
3.395	-0.110	-0.001
3.441	-0.110	0.000
3.490	-0.110	-0.001
3.541	-0.120	-0.001
3.591	-0.120	-0.001
3.642	-0.120	-0.001
3.693	-0.130	-0.001
3.745	-0.130	-0.000
3.794	-0.130	0.000
3.844	-0.140	-0.001
3.895	-0.140	-0.000
3.944	-0.140	-0.001
3.995	-0.150	-0.001
4.042	-0.150	-0.000
4.093	-0.150	-0.000
4.143	-0.160	-0.001
4.195	-0.160	-0.001
4.241	-0.160	-0.001
4.295	-0.160	-0.001
4.341	-0.170	-0.001
4.393	-0.170	0.000
4.442	-0.170	-0.001
4.492	-0.180	-0.001
4.543	-0.180	-0.001
4.594	-0.180	-0.001
4.645	-0.190	-0.001
4.695	-0.190	-0.001
4.750	-0.190	-0.000
4.792	-0.200	-0.001
4.843	-0.200	-0.001
4.893	-0.200	-0.001
4.945	-0.210	-0.002
4.991	-0.210	-0.003
5.045	-0.210	-0.004
5.091	-0.210	-0.006
5.141	-0.220	-0.007
5.196	-0.220	-0.009
5.242	-0.220	-0.011
5.294	-0.230	-0.012
5.345	-0.230	-0.013
5.394	-0.230	-0.014
5.445	-0.240	-0.015
5.494	-0.240	-0.017
5.546	-0.240	-0.018
5.596	-0.250	-0.019
5.651	-0.250	-0.019
5.693	-0.250	-0.020
5.743	-0.260	-0.021
5.793	-0.260	-0.022
5.843	-0.260	-0.023
5.894	-0.260	-0.024
5.943	-0.270	-0.024
5.994	-0.270	-0.026
6.046	-0.270	-0.026
6.092	-0.280	-0.027
6.146	-0.280	-0.028
6.195	-0.280	-0.029
6.246	-0.290	-0.030
6.296	-0.290	-0.030
6.342	-0.290	-0.032
6.393	-0.300	-0.032
6.447	-0.300	-0.033
6.495	-0.300	-0.034
6.553	-0.310	-0.035
6.594	-0.310	-0.035
6.644	-0.310	-0.037
6.695	-0.310	-0.037
6.750	-0.320	-0.038
6.793	-0.320	-0.039
6.841	-0.320	-0.040
6.893	-0.330	-0.041
6.943	-0.330	-0.042
7.000	-0.330	-0.042
7.043	-0.340	-0.043
7.094	-0.340	-0.045
7.145	-0.340	-0.046
7.194	-0.350	-0.047
7.245	-0.350	-0.049
7.294	-0.350	-0.050
7.346	-0.360	-0.052
7.395	-0.360	-0.054
7.450	-0.360	-0.056
7.493	-0.360	-0.058
7.550	-0.370	-0.060
7.593	-0.370	-0.061
7.642	-0.370	-0.063
7.693	-0.380	-0.065
7.743	-0.380	-0.068
7.794	-0.380	-0.069
7.845	-0.390	-0.071
7.903	-0.390	-0.072
7.945	-0.390	-0.073
7.995	-0.400	-0.074
8.046	-0.400	-0.076
8.096	-0.400	-0.078
8.150	-0.410	-0.079
8.194	-0.410	-0.080
8.244	-0.410	-0.081
8.293	-0.410	-0.082
8.352	-0.420	-0.084
8.394	-0.420	-0.085
8.443	-0.420	-0.086
8.494	-0.430	-0.088
8.544	-0.430	-0.088
8.595	-0.430	-0.089
8.644	-0.440	-0.091
8.695	-0.440	-0.092
8.744	-0.440	-0.094
8.802	-0.450	-0.095
8.844	-0.450	-0.096
8.896	-0.450	-0.097
8.946	-0.460	-0.099
8.995	-0.460	-0.100
9.046	-0.460	-0.102
9.095	-0.460	-0.103
9.152	-0.470	-0.104
9.194	-0.470	-0.105
9.251	-0.470	-0.107
9.294	-0.480	-0.108
9.345	-0.480	-0.110
9.401	-0.480	-0.111
9.443	-0.490	-0.113
9.496	-0.490	-0.113
9.550	-0.490	-0.115
9.594	-0.500	-0.117
9.651	-0.500	-0.119
9.702	-0.500	-0.121
9.746	-0.510	-0.123
9.801	-0.510	-0.124
9.844	-0.510	-0.127
9.896	-0.510	-0.130
9.951	-0.520	-0.133
9.995	-0.520	-0.136
10.052	-0.520	-0.138
10.093	-0.530	-0.140
10.154	-0.530	-0.142
10.201	-0.530	-0.145
10.252	-0.540	-0.148
10.295	-0.540	-0.152
10.352	-0.540	-0.155
10.395	-0.550	-0.157
10.445	-0.550	-0.160
10.502	-0.550	-0.162
10.545	-0.560	-0.165
10.604	-0.560	-0.169
10.651	-0.560	-0.172
10.696	-0.560	-0.174
10.752	-0.570	-0.176
10.794	-0.570	-0.179
10.845	-0.570	-0.182
10.900	-0.580	-0.185
10.944	-0.580	-0.189
10.995	-0.580	-0.192
11.052	-0.590	-0.194
11.095	-0.590	-0.197
11.146	-0.590	-0.199
11.202	-0.600	-0.203
11.244	-0.600	-0.206
11.296	-0.600	-0.210
11.351	-0.610	-0.212
11.395	-0.610	-0.214
11.452	-0.610	-0.217
11.502	-0.610	-0.220
11.546	-0.620	-0.224
11.601	-0.620	-0.227
11.644	-0.620	-0.231
11.695	-0.630	-0.233
11.751	-0.630	-0.235
11.795	-0.630	-0.238
11.851	-0.640	-0.242
11.893	-0.640	-0.245
11.953	-0.640	-0.249
11.996	-0.650	-0.251
12.051	-0.650	-0.253
12.094	-0.650	-0.257
12.151	-0.660	-0.260
12.194	-0.660	-0.263
12.246	-0.660	-0.267
12.302	-0.660	-0.270
12.344	-0.670	-0.272
12.404	-0.670	-0.275
12.452	-0.670	-0.278
12.496	-0.680	-0.282
12.552	-0.680	-0.286
12.593	-0.680	-0.289
12.646	-0.690	-0.291
12.701	-0.690	-0.293
12.745	-0.690	-0.297
12.796	-0.700	-0.300
12.853	-0.700	-0.304
12.896	-0.700	-0.308
12.951	-0.710	-0.311
12.995	-0.710	-0.313
13.046	-0.710	-0.316
13.102	-0.710	-0.319
13.144	-0.720	-0.323
13.201	-0.720	-0.327
13.245	-0.720	-0.330
13.305	-0.730	-0.333
13.344	-0.730	-0.335
13.395	-0.730	-0.338
13.451	-0.740	-0.342
13.502	-0.740	-0.345
13.546	-0.740	-0.349
13.594	-0.750	-0.352
13.646	-0.750	-0.355
13.701	-0.750	-0.358
13.752	-0.760	-0.361
13.796	-0.760	-0.365
13.851	-0.760	-0.369
13.894	-0.760	-0.372
13.951	-0.770	-0.375
13.994	-0.770	-0.378
14.045	-0.770	-0.381
14.102	-0.780	-0.386
14.144	-0.780	-0.389
14.204	-0.780	-0.393
14.251	-0.790	-0.396
14.296	-0.790	-0.399
14.352	-0.790	-0.402
14.393	-0.800	-0.406
14.446	-0.800	-0.410
14.501	-0.800	-0.414
14.545	-0.810	-0.417
14.596	-0.810	-0.420
14.644	-0.810	-0.423
14.700	-0.810	-0.427
14.752	-0.820	-0.431
14.795	-0.820	-0.435
14.846	-0.820	-0.438
14.901	-0.830	-0.441
14.943	-0.830	-0.445
14.995	-0.830	-0.448
15.043	-0.840	-0.453
15.102	-0.840	-0.457
15.146	-0.840	-0.461
15.201	-0.850	-0.464
15.244	-0.850	-0.467
15.295	-0.850	-0.471
15.346	-0.860	-0.474
15.394	-0.860	-0.478
15.450	-0.860	-0.483
15.501	-0.860	-0.487
15.552	-0.870	-0.490
15.595	-0.870	-0.493
15.646	-0.870	-0.497
15.702	-0.880	-0.501
15.746	-0.880	-0.506
15.802	-0.880	-0.511
15.844	-0.890	-0.514
15.897	-0.890	-0.517
15.950	-0.890	-0.521
16.001	-0.900	-0.525
16.044	-0.900	-0.530
16.102	-0.900	-0.534
16.145	-0.910	-0.538
16.196	-0.910	-0.541
16.251	-0.910	-0.545
16.292	-0.910	-0.549
16.346	-0.920	-0.553
16.400	-0.920	-0.558
16.445	-0.920	-0.563
16.501	-0.930	-0.566
16.552	-0.930	-0.569
16.594	-0.930	-0.573
16.645	-0.940	-0.578
16.701	-0.940	-0.582
16.742	-0.940	-0.587
16.796	-0.950	-0.591
16.843	-0.950	-0.595
16.903	-0.950	-0.598
