29.912	-26.162	0
29.931	-26.134	0
29.951	-26.106	0
29.97	-26.077	0
29.989	-26.049	0
30.008	-26.021	0
30.028	-25.992	0
30.047	-25.964	0
30.066	-25.936	0
30.085	-25.907	0
30.104	-25.879	0
30.123	-25.851	0
30.142	-25.822	0
30.161	-25.794	0
30.18	-25.766	0
30.199	-25.737	0
30.218	-25.709	0
30.237	-25.68	0
30.256	-25.652	0
30.275	-25.623	0
30.294	-25.595	0
30.313	-25.566	0
30.331	-25.538	0
30.35	-25.509	0
30.369	-25.481	0
30.387	-25.452	0
30.406	-25.423	0
30.425	-25.395	0
30.443	-25.366	0
30.462	-25.338	0
30.48	-25.309	0
30.499	-25.28	0
30.517	-25.252	0
30.536	-25.223	0
30.554	-25.194	0
30.573	-25.166	0
30.591	-25.137	0
30.609	-25.108	0
30.627	-25.079	0
30.646	-25.051	0
30.664	-25.022	0
30.682	-24.993	0
30.7	-24.964	0
30.718	-24.935	0
30.737	-24.907	0
30.755	-24.878	0
30.773	-24.849	0
30.791	-24.82	0
30.809	-24.791	0
30.827	-24.762	0
30.845	-24.733	0
30.862	-24.704	0
30.88	-24.676	0
30.898	-24.647	0
30.916	-24.618	0
30.934	-24.589	0
30.951	-24.56	0
30.969	-24.531	0
30.987	-24.502	0
31.005	-24.473	0
31.022	-24.444	0
31.04	-24.415	0
31.057	-24.385	0
31.075	-24.356	0
31.092	-24.327	0
31.11	-24.298	0
31.127	-24.269	0
31.145	-24.24	0
31.162	-24.211	0
31.179	-24.182	0
31.197	-24.153	0
31.214	-24.123	0
31.231	-24.094	0
31.248	-24.065	0
31.266	-24.036	0
31.283	-24.006	0
31.3	-23.977	0
31.317	-23.948	0
31.334	-23.919	0
31.351	-23.889	0
31.368	-23.86	0
31.385	-23.831	0
31.402	-23.802	0
31.419	-23.772	0
31.436	-23.743	0
31.453	-23.714	0
31.47	-23.684	0
31.486	-23.655	0
31.503	-23.625	0
31.52	-23.596	0
31.537	-23.567	0
31.553	-23.537	0
31.57	-23.508	0
31.587	-23.478	0
31.603	-23.449	0
31.62	-23.419	0
31.636	-23.39	0
31.653	-23.36	0
31.669	-23.331	0
31.686	-23.301	0
31.702	-23.272	0
31.718	-23.242	0
31.735	-23.213	0
31.751	-23.183	0
31.767	-23.154	0
31.784	-23.124	0
31.8	-23.095	0
31.816	-23.065	0
31.832	-23.035	0
31.848	-23.006	0
31.864	-22.976	0
31.88	-22.946	0
31.896	-22.917	0
31.912	-22.887	0
31.928	-22.857	0
31.944	-22.828	0
31.96	-22.798	0
31.976	-22.768	0
31.992	-22.739	0
32.008	-22.709	0
32.024	-22.679	0
32.039	-22.649	0
32.055	-22.62	0
32.071	-22.59	0
32.086	-22.56	0
32.102	-22.53	0
32.118	-22.501	0
32.133	-22.471	0
32.149	-22.441	0
32.164	-22.411	0
32.18	-22.381	0
32.195	-22.351	0
32.21	-22.321	0
32.226	-22.292	0
32.241	-22.262	0
32.256	-22.232	0
32.272	-22.202	0
32.287	-22.172	0
32.302	-22.142	0
32.317	-22.112	0
32.333	-22.082	0
32.348	-22.052	0
32.363	-22.022	0
32.378	-21.992	0
32.393	-21.962	0
32.408	-21.932	0
32.423	-21.902	0
32.438	-21.872	0
32.453	-21.842	0
32.467	-21.812	0
32.482	-21.782	0
32.497	-21.752	0
32.512	-21.722	0
32.527	-21.692	0
32.541	-21.662	0
32.556	-21.632	0
32.571	-21.602	0
32.585	-21.572	0
32.6	-21.542	0
32.614	-21.511	0
32.629	-21.481	0
32.643	-21.451	0
32.658	-21.421	0
32.672	-21.391	0
32.687	-21.361	0
32.701	-21.33	0
32.715	-21.3	0
32.729	-21.27	0
32.744	-21.24	0
32.758	-21.21	0
32.772	-21.179	0
32.786	-21.149	0
32.8	-21.119	0
32.815	-21.089	0
32.829	-21.058	0
32.843	-21.028	0
32.857	-20.998	0
32.871	-20.968	0
32.885	-20.937	0
32.898	-20.907	0
32.912	-20.877	0
32.926	-20.846	0
32.94	-20.816	0
32.954	-20.786	0
32.967	-20.755	0
32.981	-20.725	0
32.995	-20.695	0
33.008	-20.664	0
33.022	-20.634	0
33.036	-20.604	0
33.049	-20.573	0
33.063	-20.543	0
33.076	-20.512	0
33.09	-20.482	0
33.103	-20.451	0
33.116	-20.421	0
33.13	-20.391	0
33.143	-20.36	0
33.156	-20.33	0
33.17	-20.299	0
33.183	-20.269	0
33.196	-20.238	0
33.209	-20.208	0
33.222	-20.177	0
33.235	-20.147	0
33.248	-20.116	0
33.261	-20.086	0
33.274	-20.055	0
33.287	-20.025	0
33.3	-19.994	0
33.313	-19.964	0
33.326	-19.933	0
33.339	-19.903	0
33.352	-19.872	0
33.364	-19.842	0
33.377	-19.811	0
33.39	-19.78	0
33.403	-19.75	0
33.415	-19.719	0
33.428	-19.689	0
33.44	-19.658	0
33.453	-19.627	0
33.465	-19.597	0
33.478	-19.566	0
33.49	-19.536	0
33.503	-19.505	0
33.515	-19.474	0
33.527	-19.444	0
33.54	-19.413	0
33.552	-19.382	0
33.564	-19.352	0
33.576	-19.321	0
33.588	-19.29	0
33.601	-19.26	0
33.613	-19.229	0
33.625	-19.198	0
33.637	-19.167	0
33.649	-19.137	0
33.661	-19.106	0
33.673	-19.075	0
33.685	-19.045	0
33.696	-19.014	0
33.708	-18.983	0
33.72	-18.952	0
33.732	-18.922	0
33.744	-18.891	0
33.755	-18.86	0
33.767	-18.829	0
33.779	-18.799	0
33.79	-18.768	0
33.802	-18.737	0
33.813	-18.706	0
33.825	-18.676	0
33.836	-18.645	0
33.848	-18.614	0
33.859	-18.583	0
33.87	-18.552	0
33.882	-18.521	0
33.893	-18.491	0
33.904	-18.46	0
33.915	-18.429	0
33.927	-18.398	0
33.938	-18.367	0
33.949	-18.337	0
33.96	-18.306	0
33.971	-18.275	0
33.982	-18.244	0
33.993	-18.213	0
34.004	-18.182	0
34.015	-18.151	0
34.026	-18.121	0
34.037	-18.09	0
34.048	-18.059	0
34.058	-18.028	0
34.069	-17.997	0
34.08	-17.966	0
34.09	-17.935	0
34.101	-17.904	0
34.112	-17.873	0
34.122	-17.843	0
34.133	-17.812	0
34.143	-17.781	0
34.154	-17.75	0
34.164	-17.719	0
34.175	-17.688	0
34.185	-17.657	0
34.195	-17.626	0
34.206	-17.595	0
34.216	-17.564	0
34.226	-17.533	0
34.236	-17.502	0
34.247	-17.471	0
34.257	-17.441	0
34.267	-17.41	0
34.277	-17.379	0
34.287	-17.348	0
34.297	-17.317	0
34.307	-17.286	0
34.317	-17.255	0
34.327	-17.224	0
34.337	-17.193	0
34.346	-17.162	0
34.356	-17.131	0
34.366	-17.1	0
34.376	-17.069	0
34.385	-17.038	0
34.395	-17.007	0
34.405	-16.976	0
34.414	-16.945	0
34.424	-16.914	0
34.433	-16.883	0
34.443	-16.852	0
34.452	-16.821	0
34.462	-16.79	0
34.471	-16.759	0
34.48	-16.728	0
34.49	-16.697	0
34.499	-16.666	0
34.508	-16.635	0
34.517	-16.604	0
34.526	-16.573	0
34.536	-16.542	0
34.545	-16.511	0
34.554	-16.48	0
34.563	-16.449	0
34.572	-16.418	0
34.581	-16.387	0
34.59	-16.356	0
34.598	-16.325	0
34.607	-16.294	0
34.616	-16.263	0
34.625	-16.232	0
34.634	-16.201	0
34.642	-16.17	0
34.651	-16.139	0
34.66	-16.108	0
34.668	-16.077	0
34.677	-16.046	0
34.685	-16.015	0
34.694	-15.984	0
34.702	-15.953	0
34.711	-15.922	0
34.719	-15.891	0
34.727	-15.86	0
34.736	-15.829	0
34.744	-15.798	0
34.752	-15.767	0
34.76	-15.736	0
34.769	-15.705	0
34.777	-15.674	0
34.785	-15.643	0
34.793	-15.612	0
34.801	-15.581	0
34.809	-15.55	0
34.817	-15.519	0
34.825	-15.488	0
34.833	-15.457	0
34.841	-15.426	0
34.848	-15.395	0
34.856	-15.364	0
34.864	-15.333	0
34.872	-15.302	0
34.879	-15.271	0
34.887	-15.241	0
34.895	-15.21	0
34.902	-15.179	0
34.91	-15.148	0
34.917	-15.117	0
34.925	-15.086	0
34.932	-15.055	0
34.939	-15.024	0
34.947	-14.993	0
34.954	-14.962	0
34.961	-14.931	0
34.969	-14.9	0
34.976	-14.869	0
