Time(s)	Extension(mm)	Load(N)
0.001	0.000	0.000
0.007	0.000	0.000
0.027	0.000	0.000
0.047	0.000	0.000
0.093	0.000	0.000
0.141	0.000	0.000
0.190	0.000	0.000
0.240	0.000	0.000
0.339	0.000	0.000
0.387	0.000	0.000
0.439	0.000	0.000
0.487	0.000	0.000
0.536	0.000	0.000
0.585	0.000	0.000
0.636	0.000	0.000
0.686	0.000	0.000
0.738	0.000	0.000
0.789	0.000	0.000
0.838	0.000	0.000
0.886	0.000	0.000
0.936	0.000	0.000
0.987	0.000	0.000
1.033	0.000	0.000
1.087	-0.000	0.000
1.156	-0.000	0.000
1.205	-0.000	0.000
1.264	-0.010	0.000
1.307	-0.010	0.000
1.355	-0.010	0.000
1.403	-0.010	0.001
1.463	-0.010	0.000
1.505	-0.010	0.000
1.554	-0.020	0.000
1.599	-0.020	0.001
1.656	-0.020	0.000
1.706	-0.020	0.000
1.758	-0.020	0.000
1.805	-0.020	0.000
1.857	-0.030	0.000
1.913	-0.030	0.000
1.955	-0.030	0.000
2.005	-0.030	0.000
2.055	-0.030	0.000
2.103	-0.030	0.000
2.157	-0.040	0.000
2.197	-0.040	0.001
2.253	-0.040	0.000
2.305	-0.040	0.000
2.355	-0.040	0.000
2.405	-0.040	0.000
2.457	-0.050	0.000
2.503	-0.050	0.000
2.547	-0.050	0.001
2.608	-0.050	0.000
2.653	-0.050	0.000
2.703	-0.050	0.000
2.755	-0.060	0.000
2.803	-0.060	0.001
2.854	-0.060	0.000
2.903	-0.060	0.000
2.954	-0.060	0.000
3.005	-0.060	0.000
3.057	-0.070	0.000
3.103	-0.070	0.000
3.153	-0.070	0.000
3.205	-0.070	0.000
3.247	-0.070	0.000
3.306	-0.070	0.000
3.353	-0.080	0.000
3.402	-0.080	0.000
3.457	-0.080	0.000
3.507	-0.080	0.000
3.557	-0.080	0.000
3.607	-0.080	0.000
3.658	-0.090	0.000
3.705	-0.090	0.000
3.755	-0.090	0.000
3.805	-0.090	0.000
3.857	-0.090	0.000
3.904	-0.090	0.000
3.955	-0.100	0.000
4.005	-0.100	0.000
4.057	-0.100	0.000
4.097	-0.100	0.000
4.157	-0.100	0.000
4.205	-0.100	0.001
4.256	-0.110	-0.001
4.307	-0.110	-0.001
4.358	-0.110	-0.002
4.407	-0.110	-0.003
4.463	-0.110	-0.003
4.512	-0.110	-0.004
4.554	-0.120	-0.004
4.606	-0.120	-0.004
4.657	-0.120	-0.005
4.707	-0.120	-0.005
4.758	-0.120	-0.006
4.807	-0.120	-0.006
4.866	-0.130	-0.007
4.908	-0.130	-0.007
4.955	-0.130	-0.008
5.006	-0.130	-0.008
5.056	-0.130	-0.009
5.107	-0.130	-0.009
5.157	-0.140	-0.009
5.208	-0.140	-0.010
5.257	-0.140	-0.010
5.305	-0.140	-0.011
5.356	-0.140	-0.011
5.406	-0.140	-0.012
5.457	-0.150	-0.012
5.507	-0.150	-0.013
5.558	-0.150	-0.013
5.607	-0.150	-0.013
5.654	-0.150	-0.014
5.705	-0.150	-0.014
5.765	-0.160	-0.015
5.807	-0.160	-0.015
5.857	-0.160	-0.015
5.908	-0.160	-0.016
5.958	-0.160	-0.016
6.004	-0.160	-0.016
6.056	-0.170	-0.017
6.107	-0.170	-0.017
6.158	-0.170	-0.017
6.215	-0.170	-0.018
6.258	-0.170	-0.018
6.307	-0.170	-0.018
6.354	-0.180	-0.018
6.405	-0.180	-0.019
6.457	-0.180	-0.019
6.507	-0.180	-0.019
6.558	-0.180	-0.020
6.608	-0.180	-0.020
6.658	-0.190	-0.020
6.704	-0.190	-0.020
6.755	-0.190	-0.021
6.807	-0.190	-0.021
6.856	-0.190	-0.021
6.907	-0.190	-0.022
6.958	-0.200	-0.022
7.013	-0.200	-0.022
7.054	-0.200	-0.023
7.105	-0.200	-0.023
7.157	-0.200	-0.023
7.207	-0.200	-0.023
7.258	-0.210	-0.024
7.307	-0.210	-0.024
7.357	-0.210	-0.025
7.407	-0.210	-0.025
7.462	-0.210	-0.025
7.505	-0.210	-0.026
7.563	-0.220	-0.026
7.605	-0.220	-0.026
7.654	-0.220	-0.026
7.706	-0.220	-0.027
7.755	-0.220	-0.027
7.806	-0.220	-0.027
7.857	-0.230	-0.028
7.908	-0.230	-0.028
7.958	-0.230	-0.028
8.015	-0.230	-0.029
8.058	-0.230	-0.029
8.108	-0.230	-0.029
8.158	-0.240	-0.030
8.205	-0.240	-0.030
8.255	-0.240	-0.030
8.305	-0.240	-0.031
8.356	-0.240	-0.031
8.405	-0.240	-0.032
8.464	-0.250	-0.032
8.505	-0.250	-0.032
8.557	-0.250	-0.032
8.608	-0.250	-0.033
8.657	-0.250	-0.033
8.708	-0.250	-0.033
8.758	-0.260	-0.034
8.813	-0.260	-0.034
8.859	-0.260	-0.034
8.906	-0.260	-0.035
8.956	-0.260	-0.035
9.006	-0.260	-0.036
9.056	-0.270	-0.036
9.106	-0.270	-0.037
9.156	-0.270	-0.037
9.207	-0.270	-0.037
9.258	-0.270	-0.037
9.309	-0.270	-0.038
9.358	-0.280	-0.038
9.409	-0.280	-0.038
9.459	-0.280	-0.039
9.509	-0.280	-0.040
9.558	-0.280	-0.041
9.609	-0.280	-0.041
9.656	-0.290	-0.042
9.706	-0.290	-0.042
9.756	-0.290	-0.043
9.815	-0.290	-0.043
9.856	-0.290	-0.044
9.906	-0.290	-0.044
9.956	-0.300	-0.045
10.008	-0.300	-0.045
10.059	-0.300	-0.046
10.108	-0.300	-0.046
10.159	-0.300	-0.046
10.209	-0.300	-0.047
10.266	-0.310	-0.048
10.309	-0.310	-0.048
10.356	-0.310	-0.048
10.406	-0.310	-0.049
10.456	-0.310	-0.049
10.506	-0.310	-0.049
10.556	-0.320	-0.049
10.606	-0.320	-0.050
10.656	-0.320	-0.050
10.708	-0.320	-0.051
10.759	-0.320	-0.051
10.808	-0.320	-0.052
10.858	-0.330	-0.052
10.908	-0.330	-0.053
10.959	-0.330	-0.053
11.008	-0.330	-0.053
11.059	-0.330	-0.053
11.106	-0.330	-0.054
11.159	-0.340	-0.054
11.205	-0.340	-0.055
11.263	-0.340	-0.055
11.306	-0.340	-0.056
11.355	-0.340	-0.056
11.406	-0.340	-0.057
11.456	-0.350	-0.057
11.508	-0.350	-0.057
11.557	-0.350	-0.058
11.616	-0.350	-0.058
11.656	-0.350	-0.059
11.707	-0.350	-0.059
11.756	-0.360	-0.059
11.809	-0.360	-0.059
11.854	-0.360	-0.060
11.909	-0.360	-0.060
11.955	-0.360	-0.061
12.005	-0.360	-0.061
12.059	-0.370	-0.062
12.104	-0.370	-0.063
12.156	-0.370	-0.063
12.206	-0.370	-0.063
12.256	-0.370	-0.064
12.306	-0.370	-0.064
12.356	-0.380	-0.064
12.407	-0.380	-0.064
12.457	-0.380	-0.065
12.508	-0.380	-0.066
12.559	-0.380	-0.066
12.608	-0.380	-0.067
12.659	-0.390	-0.067
12.708	-0.390	-0.068
12.755	-0.390	-0.068
12.804	-0.390	-0.068
12.856	-0.390	-0.068
12.907	-0.390	-0.069
12.964	-0.400	-0.070
13.007	-0.400	-0.070
13.057	-0.400	-0.070
13.108	-0.400	-0.071
13.157	-0.400	-0.071
13.209	-0.400	-0.072
13.254	-0.410	-0.072
13.306	-0.410	-0.073
13.356	-0.410	-0.073
13.413	-0.410	-0.074
13.454	-0.410	-0.074
13.504	-0.410	-0.075
13.555	-0.420	-0.075
13.606	-0.420	-0.076
13.656	-0.420	-0.076
13.706	-0.420	-0.077
13.757	-0.420	-0.078
13.806	-0.420	-0.078
13.864	-0.430	-0.079
13.906	-0.430	-0.079
13.957	-0.430	-0.081
14.008	-0.430	-0.081
14.056	-0.430	-0.081
14.107	-0.430	-0.082
14.156	-0.440	-0.082
14.207	-0.440	-0.083
14.256	-0.440	-0.084
14.308	-0.440	-0.085
14.359	-0.440	-0.086
14.407	-0.440	-0.088
14.458	-0.450	-0.089
14.507	-0.450	-0.090
