Time(s)	Extension(mm)	Load(N)
0.001	0.000	0.000
0.020	0.000	0.000
0.065	0.000	0.000
0.110	0.000	0.000
0.160	0.000	0.000
0.212	0.000	0.000
0.262	0.000	0.000
0.312	0.000	0.000
0.360	0.000	0.000
0.410	0.000	0.000
0.461	0.000	0.000
0.510	0.000	0.000
0.562	0.000	0.000
0.612	0.000	0.000
0.662	0.000	0.000
0.711	0.000	0.000
0.760	0.000	0.000
0.811	0.000	0.000
0.861	0.000	0.000
0.911	0.000	0.001
0.961	0.000	0.000
1.012	0.000	0.000
1.062	0.000	0.000
1.111	0.000	0.000
1.161	0.000	0.000
1.210	0.000	0.000
1.261	0.000	0.000
1.311	0.000	0.000
1.361	0.000	0.000
1.411	0.000	0.000
1.465	0.000	0.000
1.515	0.000	0.000
1.560	0.000	0.000
1.612	0.000	0.000
1.661	0.000	0.000
1.712	0.000	0.000
1.761	0.000	0.000
1.815	0.000	0.000
1.865	0.000	0.001
1.915	0.000	0.000
1.965	0.000	0.000
2.011	0.000	0.000
2.062	0.000	0.000
2.111	0.000	0.000
2.160	0.000	0.000
2.215	0.000	0.000
2.261	0.000	0.000
2.315	0.000	0.000
2.361	0.000	0.000
2.411	0.000	0.000
2.469	-0.000	0.000
2.532	-0.000	0.000
2.588	-0.000	0.000
2.631	-0.010	0.000
2.683	-0.010	0.000
2.732	-0.010	0.000
2.788	-0.010	0.000
2.831	-0.010	0.001
2.883	-0.010	0.000
2.929	-0.020	0.000
2.981	-0.020	0.001
3.033	-0.020	0.000
3.083	-0.020	0.000
3.138	-0.020	0.001
3.181	-0.020	0.001
3.233	-0.030	0.000
3.283	-0.030	0.000
3.329	-0.030	0.000
3.381	-0.030	0.000
3.439	-0.030	0.000
3.481	-0.030	0.000
3.533	-0.040	0.000
3.580	-0.040	0.001
3.630	-0.040	0.000
3.681	-0.040	0.000
3.733	-0.040	0.000
3.779	-0.040	0.001
3.829	-0.050	0.000
3.881	-0.050	0.000
3.931	-0.050	0.001
3.982	-0.050	0.000
4.033	-0.050	0.000
4.079	-0.050	0.001
4.130	-0.060	0.000
4.179	-0.060	0.000
4.230	-0.060	0.000
4.282	-0.060	0.001
4.341	-0.060	0.000
4.383	-0.060	0.000
4.429	-0.070	0.001
4.480	-0.070	0.000
4.530	-0.070	0.000
4.581	-0.070	0.001
4.633	-0.070	0.000
4.683	-0.070	0.000
4.730	-0.080	0.000
4.783	-0.080	0.000
4.838	-0.080	0.000
4.883	-0.080	0.000
4.929	-0.080	0.000
4.981	-0.080	0.000
5.031	-0.090	0.000
5.079	-0.090	0.001
5.130	-0.090	0.000
5.182	-0.090	0.000
5.241	-0.090	0.000
5.282	-0.090	0.000
5.330	-0.100	0.000
5.381	-0.100	0.000
5.430	-0.100	0.000
5.481	-0.100	0.001
5.533	-0.100	0.000
5.579	-0.100	0.001
5.629	-0.110	0.001
5.681	-0.110	0.000
5.729	-0.110	0.001
5.783	-0.110	0.001
5.829	-0.110	0.000
5.881	-0.110	0.000
5.931	-0.120	0.001
5.981	-0.120	0.000
6.031	-0.120	0.000
6.079	-0.120	0.001
6.133	-0.120	0.000
6.179	-0.120	0.000
6.231	-0.130	0.000
6.281	-0.130	0.000
6.331	-0.130	0.001
6.381	-0.130	0.000
6.433	-0.130	0.000
6.479	-0.130	0.001
6.529	-0.140	0.000
6.578	-0.140	-0.002
6.629	-0.140	-0.002
6.687	-0.140	-0.003
6.730	-0.140	-0.004
6.779	-0.140	-0.004
6.831	-0.150	-0.005
6.881	-0.150	-0.006
6.932	-0.150	-0.006
6.983	-0.150	-0.007
7.033	-0.150	-0.007
7.088	-0.150	-0.008
7.133	-0.160	-0.008
7.180	-0.160	-0.008
7.231	-0.160	-0.009
7.281	-0.160	-0.010
7.333	-0.160	-0.010
7.388	-0.160	-0.010
7.434	-0.170	-0.011
7.484	-0.170	-0.012
7.529	-0.170	-0.012
7.580	-0.170	-0.012
7.631	-0.170	-0.013
7.683	-0.170	-0.013
7.733	-0.180	-0.013
7.783	-0.180	-0.014
7.831	-0.180	-0.014
7.880	-0.180	-0.014
7.938	-0.180	-0.015
7.981	-0.180	-0.016
8.033	-0.190	-0.016
8.087	-0.190	-0.016
8.133	-0.190	-0.017
8.180	-0.190	-0.017
8.230	-0.190	-0.017
8.281	-0.190	-0.017
8.331	-0.200	-0.018
8.383	-0.200	-0.018
8.438	-0.200	-0.019
