Time(s)	Extension(mm)	Load(N)
0.001	0.000	0.000
0.019	0.000	0.000
0.040	0.000	0.000
0.080	0.000	0.000
0.127	0.000	0.000
0.178	0.000	0.000
0.226	0.000	0.000
0.280	0.000	0.000
0.325	0.000	0.000
0.375	0.000	0.000
0.427	0.000	0.000
0.480	0.000	0.000
0.525	0.000	0.000
0.580	0.000	0.000
0.625	0.000	0.000
0.678	0.000	0.000
0.737	-0.000	0.000
0.796	-0.000	0.000
0.845	-0.010	0.000
0.897	-0.010	0.000
0.947	-0.010	0.000
0.995	-0.010	0.000
1.048	-0.020	0.000
1.095	-0.020	0.000
1.148	-0.020	0.000
1.203	-0.020	0.000
1.247	-0.030	0.000
1.298	-0.030	0.000
1.344	-0.030	0.000
1.397	-0.030	0.001
1.443	-0.040	0.000
1.495	-0.040	0.000
1.546	-0.040	0.000
1.594	-0.040	0.000
1.652	-0.050	0.000
1.697	-0.050	0.000
1.752	-0.050	0.000
1.795	-0.050	0.000
1.845	-0.060	0.000
1.897	-0.060	0.000
1.944	-0.060	0.000
1.996	-0.060	0.000
2.045	-0.070	0.000
2.098	-0.070	0.000
2.145	-0.070	0.000
2.195	-0.070	0.000
2.247	-0.080	0.000
2.294	-0.080	0.000
2.346	-0.080	0.000
2.395	-0.080	0.000
2.447	-0.090	0.000
2.495	-0.090	0.000
2.555	-0.090	0.000
2.597	-0.090	0.000
2.645	-0.100	0.000
2.696	-0.100	0.001
2.747	-0.100	0.000
2.798	-0.100	0.000
2.845	-0.110	0.000
2.898	-0.110	0.000
2.947	-0.110	0.000
2.993	-0.110	0.001
3.045	-0.120	0.000
3.096	-0.120	0.000
3.147	-0.120	0.000
3.195	-0.120	0.000
3.247	-0.130	0.000
3.297	-0.130	0.000
3.353	-0.130	0.000
3.396	-0.130	0.000
3.455	-0.140	0.000
3.497	-0.140	0.000
3.545	-0.140	0.000
3.596	-0.140	0.000
3.645	-0.150	0.000
3.698	-0.150	0.000
3.745	-0.150	0.000
3.797	-0.150	0.000
3.847	-0.160	0.000
3.904	-0.160	0.000
3.945	-0.160	0.000
3.995	-0.160	0.000
4.048	-0.170	0.000
4.095	-0.170	0.000
4.143	-0.170	-0.001
