Time(s)	Extension(mm)	Load(N)
0.001	0.000	0.000
0.019	0.000	0.000
0.044	0.000	0.000
0.090	0.000	0.000
0.142	0.000	0.000
0.192	0.000	0.000
0.240	0.000	0.000
0.291	0.000	0.000
0.340	0.000	0.000
0.390	0.000	0.000
0.443	0.000	0.000
0.490	0.000	0.000
0.540	0.000	0.000
0.592	0.000	0.000
0.644	0.000	0.000
0.692	0.000	0.000
0.744	0.000	0.000
0.790	0.000	0.000
0.842	0.000	0.000
0.896	-0.000	0.001
0.963	-0.000	0.000
1.011	-0.010	0.000
1.068	-0.010	0.000
1.118	-0.010	0.000
1.162	-0.010	0.001
1.219	-0.020	0.000
1.260	-0.020	0.000
1.312	-0.020	0.000
1.358	-0.020	-0.001
1.411	-0.030	-0.001
1.461	-0.030	-0.002
1.513	-0.030	-0.002
1.568	-0.030	-0.002
1.619	-0.040	-0.002
1.661	-0.040	-0.003
1.709	-0.040	-0.003
1.761	-0.040	-0.003
1.811	-0.050	-0.004
1.863	-0.050	-0.004
1.918	-0.050	-0.005
1.961	-0.050	-0.005
2.012	-0.060	-0.005
2.069	-0.060	-0.005
2.111	-0.060	-0.006
2.161	-0.060	-0.006
2.213	-0.070	-0.006
2.262	-0.070	-0.007
2.309	-0.070	-0.007
2.360	-0.070	-0.008
2.412	-0.080	-0.008
2.460	-0.080	-0.008
2.519	-0.080	-0.009
2.562	-0.080	-0.009
2.613	-0.090	-0.009
2.659	-0.090	-0.010
2.710	-0.090	-0.010
2.762	-0.090	-0.010
2.810	-0.100	-0.010
2.862	-0.100	-0.011
2.913	-0.100	-0.011
2.960	-0.100	-0.012
3.010	-0.110	-0.012
3.061	-0.110	-0.012
3.113	-0.110	-0.013
3.161	-0.110	-0.013
3.212	-0.120	-0.013
3.263	-0.120	-0.014
3.310	-0.120	-0.014
3.360	-0.120	-0.015
3.420	-0.130	-0.015
3.462	-0.130	-0.015
3.510	-0.130	-0.015
3.562	-0.130	-0.016
3.612	-0.140	-0.016
3.668	-0.140	-0.016
3.709	-0.140	-0.017
3.761	-0.140	-0.017
3.812	-0.150	-0.017
3.869	-0.150	-0.018
3.911	-0.150	-0.018
3.961	-0.150	-0.018
