Time(s)	Extension(mm)	Load(N)
0.001	0.000	0.000
0.019	0.000	0.000
0.042	0.000	0.000
0.096	0.000	0.000
0.142	0.000	0.000
0.194	0.000	0.000
0.246	0.000	0.000
0.295	0.000	0.000
0.342	0.000	0.000
0.394	0.000	0.000
0.442	0.000	0.000
0.495	0.000	0.000
0.542	0.000	0.000
0.593	0.000	0.000
0.644	0.000	0.000
0.695	0.000	0.000
0.742	0.000	0.000
0.793	0.000	0.000
0.842	0.000	0.000
0.894	0.000	0.000
0.951	-0.000	0.000
1.004	-0.000	0.000
1.062	-0.010	0.000
1.106	-0.010	0.000
1.153	-0.010	0.000
1.205	-0.010	0.000
1.261	-0.020	0.000
1.306	-0.020	0.000
1.362	-0.020	0.000
1.403	-0.020	0.000
1.461	-0.030	0.000
1.502	-0.030	0.000
1.552	-0.030	0.000
1.606	-0.030	0.000
1.653	-0.040	0.000
1.706	-0.040	0.000
1.761	-0.040	0.000
1.803	-0.040	0.000
1.861	-0.050	0.000
1.911	-0.050	0.000
1.953	-0.050	0.000
2.011	-0.050	0.000
2.052	-0.060	0.000
2.103	-0.060	0.000
2.156	-0.060	0.000
2.202	-0.060	0.000
2.256	-0.070	0.000
2.306	-0.070	0.000
2.363	-0.070	0.000
2.406	-0.070	0.000
2.456	-0.080	0.000
2.512	-0.080	0.000
2.556	-0.080	0.000
2.612	-0.080	0.000
2.662	-0.090	0.000
2.705	-0.090	0.000
2.762	-0.090	0.000
2.812	-0.090	0.000
2.854	-0.100	0.000
2.911	-0.100	0.000
2.953	-0.100	0.000
3.004	-0.100	-0.001
3.066	-0.110	-0.001
3.115	-0.110	-0.002
3.172	-0.110	-0.002
3.213	-0.110	-0.003
3.266	-0.120	-0.003
3.321	-0.120	-0.003
3.372	-0.120	-0.003
3.414	-0.120	-0.004
3.469	-0.130	-0.004
3.516	-0.130	-0.005
3.566	-0.130	-0.005
3.613	-0.130	-0.006
3.666	-0.140	-0.006
3.724	-0.140	-0.006
3.770	-0.140	-0.007
3.821	-0.140	-0.007
3.864	-0.150	-0.008
3.914	-0.150	-0.008
3.966	-0.150	-0.009
4.014	-0.150	-0.009
4.067	-0.160	-0.009
4.117	-0.160	-0.010
