Time(s)	Extension(mm)	Load(N)
0.001	0.000	0.000
0.021	0.000	0.000
0.071	0.000	0.000
0.121	0.000	0.000
0.171	0.000	0.000
0.221	0.000	0.000
0.269	0.000	0.000
0.322	0.000	0.000
0.371	0.000	0.000
0.421	0.000	0.000
0.471	0.000	0.000
0.520	0.000	0.000
0.571	0.000	0.000
0.620	0.000	0.000
0.672	0.000	0.000
0.721	0.000	0.000
0.771	0.000	0.000
0.822	0.000	0.000
0.871	0.000	0.000
0.921	0.000	0.000
0.969	0.000	0.000
1.021	0.000	0.000
1.071	0.000	0.000
1.121	0.000	0.000
1.171	0.000	0.000
1.221	0.000	0.000
1.277	-0.000	0.000
1.333	-0.000	0.000
1.388	-0.010	0.000
1.430	-0.010	0.000
1.489	-0.010	0.000
1.533	-0.010	0.000
1.583	-0.020	0.000
1.640	-0.020	0.000
1.684	-0.020	0.000
1.739	-0.020	0.000
1.782	-0.030	0.000
1.839	-0.030	0.000
1.882	-0.030	0.000
1.932	-0.030	0.000
1.988	-0.040	0.000
2.032	-0.040	0.000
2.091	-0.040	0.000
2.139	-0.040	0.000
2.183	-0.050	0.000
2.239	-0.050	0.000
2.289	-0.050	0.000
2.332	-0.050	0.000
2.388	-0.060	0.000
2.431	-0.060	0.000
2.481	-0.060	0.000
2.539	-0.060	0.000
2.580	-0.070	0.000
2.629	-0.070	0.000
2.683	-0.070	0.000
2.730	-0.070	0.000
2.783	-0.080	0.000
2.833	-0.080	0.000
2.889	-0.080	0.000
2.933	-0.080	0.000
2.992	-0.090	0.000
3.039	-0.090	0.000
3.083	-0.090	0.000
3.139	-0.090	0.000
3.189	-0.100	0.000
3.232	-0.100	0.000
3.289	-0.100	0.000
3.331	-0.100	0.000
3.383	-0.110	0.000
3.438	-0.110	0.000
3.481	-0.110	0.000
3.531	-0.110	0.000
3.583	-0.120	0.000
3.630	-0.120	0.000
3.683	-0.120	0.000
3.733	-0.120	0.000
3.789	-0.130	0.000
3.833	-0.130	0.000
3.892	-0.130	0.000
3.939	-0.130	0.000
3.982	-0.140	-0.000
4.043	-0.140	0.000
4.091	-0.140	0.000
4.133	-0.140	0.000
4.179	-0.150	0.000
4.233	-0.150	0.000
4.283	-0.150	0.000
4.339	-0.150	0.000
4.382	-0.160	0.000
4.431	-0.160	-0.000
4.493	-0.160	0.000
4.533	-0.160	0.000
4.589	-0.170	0.000
4.629	-0.170	0.000
4.683	-0.170	0.000
4.739	-0.170	-0.000
4.794	-0.180	0.000
4.838	-0.180	0.000
4.880	-0.180	0.000
4.933	-0.180	0.000
4.983	-0.190	0.000
5.039	-0.190	0.000
5.083	-0.190	0.000
5.138	-0.190	0.000
5.188	-0.200	0.000
5.232	-0.200	0.000
5.283	-0.200	0.000
5.333	-0.200	0.000
5.379	-0.210	0.000
5.433	-0.210	0.000
5.488	-0.210	0.000
5.533	-0.210	0.000
5.589	-0.220	0.000
5.633	-0.220	0.000
5.691	-0.220	0.000
5.734	-0.220	0.000
5.779	-0.230	0.000
5.832	-0.230	0.000
5.881	-0.230	0.000
5.933	-0.230	0.000
5.989	-0.240	0.000
6.031	-0.240	0.000
6.081	-0.240	0.000
6.137	-0.240	0.000
6.179	-0.250	0.000
6.239	-0.250	0.000
6.279	-0.250	0.000
6.333	-0.250	0.000
6.389	-0.260	0.000
6.439	-0.260	0.000
6.481	-0.260	0.000
6.533	-0.260	0.000
6.591	-0.270	0.000
6.639	-0.270	0.000
6.681	-0.270	0.000
6.733	-0.270	0.000
6.783	-0.280	0.000
6.839	-0.280	0.000
6.880	-0.280	0.000
6.933	-0.280	0.000
6.983	-0.290	0.000
7.039	-0.290	0.000
7.081	-0.290	0.000
7.130	-0.290	0.000
7.183	-0.300	0.000
7.239	-0.300	0.000
7.281	-0.300	0.000
7.331	-0.300	0.000
7.383	-0.310	-0.000
7.439	-0.310	-0.001
7.498	-0.310	-0.002
7.541	-0.310	-0.003
7.593	-0.320	-0.004
7.649	-0.320	-0.004
7.699	-0.320	-0.005
7.741	-0.320	-0.006
7.791	-0.330	-0.007
7.843	-0.330	-0.008
7.894	-0.330	-0.009
7.950	-0.330	-0.009
7.992	-0.340	-0.010
8.042	-0.340	-0.011
8.094	-0.340	-0.011
8.144	-0.340	-0.012
8.199	-0.350	-0.013
8.250	-0.350	-0.015
8.292	-0.350	-0.016
8.345	-0.350	-0.016
8.394	-0.360	-0.017
8.441	-0.360	-0.018
8.491	-0.360	-0.019
8.543	-0.360	-0.020
8.592	-0.370	-0.021
8.645	-0.370	-0.022
8.692	-0.370	-0.023
8.743	-0.370	-0.024
8.793	-0.380	-0.025
8.853	-0.380	-0.026
8.895	-0.380	-0.027
8.945	-0.380	-0.028
8.991	-0.390	-0.030
9.044	-0.390	-0.031
9.095	-0.390	-0.032
9.145	-0.390	-0.033
9.192	-0.400	-0.034
9.242	-0.400	-0.035
9.300	-0.400	-0.036
9.343	-0.400	-0.037
9.390	-0.410	-0.038
9.443	-0.410	-0.039
9.492	-0.410	-0.040
9.543	-0.410	-0.041
9.593	-0.420	-0.042
9.645	-0.420	-0.042
9.694	-0.420	-0.043
9.741	-0.420	-0.044
9.793	-0.430	-0.045
9.842	-0.430	-0.046
9.893	-0.430	-0.047
9.943	-0.430	-0.048
9.994	-0.440	-0.048
10.044	-0.440	-0.049
10.095	-0.440	-0.050
10.142	-0.440	-0.050
10.200	-0.450	-0.052
10.243	-0.450	-0.052
10.292	-0.450	-0.053
10.343	-0.450	-0.053
10.393	-0.460	-0.054
10.444	-0.460	-0.055
10.491	-0.460	-0.056
10.542	-0.460	-0.056
10.592	-0.470	-0.057
10.651	-0.470	-0.059
10.692	-0.470	-0.059
10.742	-0.470	-0.060
10.793	-0.480	-0.061
10.841	-0.480	-0.062
10.892	-0.480	-0.063
10.941	-0.480	-0.064
10.993	-0.490	-0.066
11.043	-0.490	-0.067
11.102	-0.490	-0.068
11.144	-0.490	-0.070
11.191	-0.500	-0.070
11.242	-0.500	-0.071
11.292	-0.500	-0.073
11.343	-0.500	-0.074
11.393	-0.510	-0.076
11.445	-0.510	-0.077
11.495	-0.510	-0.079
11.542	-0.510	-0.080
11.592	-0.520	-0.081
11.642	-0.520	-0.083
11.694	-0.520	-0.084
11.744	-0.520	-0.086
11.794	-0.530	-0.089
11.845	-0.530	-0.091
11.891	-0.530	-0.094
11.943	-0.530	-0.096
12.002	-0.540	-0.097
12.044	-0.540	-0.099
12.094	-0.540	-0.102
12.145	-0.540	-0.105
12.201	-0.550	-0.108
12.244	-0.550	-0.111
12.293	-0.550	-0.114
12.350	-0.550	-0.116
12.392	-0.560	-0.118
12.452	-0.560	-0.120
12.501	-0.560	-0.122
12.543	-0.560	-0.125
12.600	-0.570	-0.128
12.645	-0.570	-0.131
12.692	-0.570	-0.134
12.744	-0.570	-0.136
12.800	-0.580	-0.138
12.843	-0.580	-0.140
12.904	-0.580	-0.142
12.942	-0.580	-0.145
13.000	-0.590	-0.148
13.045	-0.590	-0.151
13.099	-0.590	-0.153
13.143	-0.590	-0.155
13.195	-0.600	-0.156
13.242	-0.600	-0.158
13.294	-0.600	-0.161
13.342	-0.600	-0.163
13.400	-0.610	-0.166
13.442	-0.610	-0.168
13.495	-0.610	-0.170
13.550	-0.610	-0.171
13.595	-0.620	-0.172
13.650	-0.620	-0.173
13.694	-0.620	-0.174
13.743	-0.620	-0.176
13.803	-0.630	-0.177
13.850	-0.630	-0.178
13.893	-0.630	-0.178
13.949	-0.630	-0.179
14.001	-0.640	-0.180
14.044	-0.640	-0.181
14.093	-0.640	-0.183
14.150	-0.640	-0.184
14.192	-0.650	-0.186
14.252	-0.650	-0.187
14.300	-0.650	-0.189
14.342	-0.650	-0.190
14.399	-0.660	-0.191
14.444	-0.660	-0.192
14.501	-0.660	-0.194
14.543	-0.660	-0.195
14.600	-0.670	-0.197
14.643	-0.670	-0.199
14.704	-0.670	-0.201
14.742	-0.670	-0.202
14.800	-0.680	-0.203
14.844	-0.680	-0.204
14.899	-0.680	-0.206
14.943	-0.680	-0.208
14.995	-0.690	-0.210
15.043	-0.690	-0.212
15.095	-0.690	-0.214
15.144	-0.690	-0.215
15.201	-0.700	-0.217
15.242	-0.700	-0.218
15.300	-0.700	-0.220
15.343	-0.700	-0.223
15.395	-0.710	-0.225
15.450	-0.710	-0.227
15.495	-0.710	-0.229
15.543	-0.710	-0.231
15.604	-0.720	-0.232
15.643	-0.720	-0.234
15.694	-0.720	-0.237
15.751	-0.720	-0.240
15.794	-0.730	-0.243
15.850	-0.730	-0.246
15.895	-0.730	-0.248
15.943	-0.730	-0.250
15.995	-0.740	-0.252
16.050	-0.740	-0.254
16.095	-0.740	-0.257
16.150	-0.740	-0.260
16.194	-0.750	-0.264
16.251	-0.750	-0.267
16.295	-0.750	-0.269
16.350	-0.750	-0.271
16.395	-0.760	-0.273
16.450	-0.760	-0.276
16.502	-0.760	-0.279
16.549	-0.760	-0.282
16.595	-0.770	-0.286
16.651	-0.770	-0.289
16.693	-0.770	-0.291
16.750	-0.770	-0.294
16.793	-0.780	-0.296
16.849	-0.780	-0.298
16.901	-0.780	-0.301
16.950	-0.780	-0.305
16.994	-0.790	-0.309
17.045	-0.790	-0.312
17.093	-0.790	-0.315
17.145	-0.790	-0.317
17.193	-0.800	-0.320
17.244	-0.800	-0.323
17.293	-0.800	-0.326
17.350	-0.800	-0.329
17.402	-0.810	-0.333
17.450	-0.810	-0.336
17.493	-0.810	-0.340
17.549	-0.810	-0.342
17.600	-0.820	-0.344
17.644	-0.820	-0.347
17.693	-0.820	-0.351
17.750	-0.820	-0.354
17.793	-0.830	-0.358
17.852	-0.830	-0.361
17.900	-0.830	-0.365
17.943	-0.830	-0.367
17.994	-0.840	-0.370
18.043	-0.840	-0.373
18.100	-0.840	-0.376
18.151	-0.840	-0.380
18.195	-0.850	-0.384
18.250	-0.850	-0.388
18.300	-0.850	-0.391
18.345	-0.850	-0.394
18.393	-0.860	-0.397
18.449	-0.860	-0.400
18.501	-0.860	-0.403
18.544	-0.860	-0.407
18.598	-0.870	-0.411
18.643	-0.870	-0.415
18.695	-0.870	-0.418
18.752	-0.870	-0.421
18.799	-0.880	-0.424
18.850	-0.880	-0.427
18.894	-0.880	-0.430
18.945	-0.880	-0.435
18.992	-0.890	-0.439
19.044	-0.890	-0.443
19.101	-0.890	-0.447
19.145	-0.890	-0.449
19.199	-0.900	-0.452
19.243	-0.900	-0.455
19.294	-0.900	-0.459
19.343	-0.900	-0.463
19.394	-0.910	-0.468
19.450	-0.910	-0.472
19.494	-0.910	-0.475
19.543	-0.910	-0.478
19.594	-0.920	-0.481
19.654	-0.920	-0.484
19.692	-0.920	-0.488
19.744	-0.920	-0.492
19.801	-0.930	-0.497
19.845	-0.930	-0.501
19.900	-0.930	-0.505
19.943	-0.930	-0.508
20.000	-0.940	-0.511
20.043	-0.940	-0.514
20.103	-0.940	-0.518
20.150	-0.940	-0.522
20.194	-0.950	-0.527
20.251	-0.950	-0.531
20.293	-0.950	-0.535
20.350	-0.950	-0.538
20.391	-0.960	-0.541
20.449	-0.960	-0.544
20.501	-0.960	-0.548
20.545	-0.960	-0.552
20.592	-0.970	-0.557
20.645	-0.970	-0.562
20.701	-0.970	-0.565
20.742	-0.970	-0.569
20.799	-0.980	-0.572
20.850	-0.980	-0.575
20.895	-0.980	-0.579
20.942	-0.980	-0.583
21.003	-0.990	-0.588
21.051	-0.990	-0.592
21.093	-0.990	-0.596
21.150	-0.990	-0.599
21.201	-1.000	-0.602
21.245	-1.000	-0.606
21.293	-1.000	-0.609
21.350	-1.000	-0.614
21.392	-1.010	-0.619
21.453	-1.010	-0.624
21.501	-1.010	-0.627
21.543	-1.010	-0.630
21.600	-1.020	-0.633
21.645	-1.020	-0.636
21.701	-1.020	-0.640
21.744	-1.020	-0.645
21.801	-1.030	-0.650
21.844	-1.030	-0.654
21.905	-1.030	-0.658
21.942	-1.030	-0.662
22.001	-1.040	-0.665
22.045	-1.040	-0.668
22.100	-1.040	-0.672
22.144	-1.040	-0.677
22.199	-1.050	-0.682
22.244	-1.050	-0.687
22.295	-1.050	-0.691
22.344	-1.050	-0.695
22.401	-1.060	-0.698
22.442	-1.060	-0.701
22.500	-1.060	-0.705
22.541	-1.060	-0.710
22.595	-1.070	-0.715
22.651	-1.070	-0.720
22.695	-1.070	-0.724
22.744	-1.070	-0.728
22.804	-1.080	-0.730
22.841	-1.080	-0.733
22.895	-1.080	-0.738
22.951	-1.080	-0.743
22.994	-1.090	-0.748
23.051	-1.090	-0.752
23.095	-1.090	-0.756
23.143	-1.090	-0.760
23.195	-1.100	-0.763
23.251	-1.100	-0.766
23.295	-1.100	-0.771
23.350	-1.100	-0.776
23.395	-1.110	-0.780
23.442	-1.110	-0.785
23.499	-1.110	-0.789
23.551	-1.110	-0.792
23.595	-1.120	-0.796
23.651	-1.120	-0.799
23.702	-1.120	-0.803
23.750	-1.120	-0.809
23.795	-1.130	-0.814
23.841	-1.130	-0.818
23.894	-1.130	-0.822
23.951	-1.130	-0.826
23.994	-1.140	-0.829
24.051	-1.140	-0.833
24.092	-1.140	-0.837
24.155	-1.140	-0.842
24.193	-1.150	-0.847
24.247	-1.150	-0.852
24.293	-1.150	-0.856
24.347	-1.150	-0.859
24.393	-1.160	-0.862
24.445	-1.160	-0.866
24.493	-1.160	-0.870
24.542	-1.160	-0.875
24.604	-1.170	-0.880
24.641	-1.170	-0.885
24.693	-1.170	-0.889
24.742	-1.170	-0.892
24.793	-1.180	-0.895
24.841	-1.180	-0.899
24.895	-1.180	-0.903
24.943	-1.180	-0.908
24.995	-1.190	-0.913
25.053	-1.190	-0.918
25.095	-1.190	-0.922
25.142	-1.190	-0.926
25.195	-1.200	-0.929
25.243	-1.200	-0.932
25.292	-1.200	-0.937
25.344	-1.200	-0.942
25.393	-1.210	-0.947
25.445	-1.210	-0.951
25.501	-1.210	-0.957
25.545	-1.210	-0.960
25.594	-1.220	-0.963
25.646	-1.220	-0.967
25.702	-1.220	-0.971
25.746	-1.220	-0.976
25.801	-1.230	-0.982
25.845	-1.230	-0.986
25.900	-1.230	-0.991
