Time(s)	Extension(mm)	Load(N)
0.001	0.000	-0.001
0.020	0.000	-0.001
0.039	0.000	-0.001
0.084	0.000	-0.000
0.136	0.000	-0.001
0.185	0.000	-0.001
0.236	0.000	-0.001
0.284	0.000	-0.001
0.334	0.000	-0.001
0.385	0.000	-0.001
0.435	0.000	-0.001
0.486	0.000	-0.001
0.536	0.000	-0.001
0.587	0.000	-0.000
0.637	0.000	-0.001
0.686	0.000	-0.000
0.736	0.000	-0.001
0.786	0.000	-0.001
0.839	0.000	-0.001
0.888	0.000	-0.001
0.934	0.000	-0.001
0.988	0.000	-0.001
1.036	0.000	-0.001
1.087	0.000	-0.001
1.138	0.000	-0.001
1.184	0.000	-0.000
1.234	0.000	-0.001
1.284	0.000	-0.001
1.334	0.000	-0.001
1.388	0.000	-0.001
1.438	0.000	-0.001
1.496	-0.000	-0.001
1.554	-0.010	-0.000
1.604	-0.010	-0.001
1.657	-0.010	-0.001
1.704	-0.010	-0.001
1.755	-0.020	-0.001
1.806	-0.020	0.000
1.854	-0.020	-0.001
1.905	-0.030	-0.001
1.955	-0.030	-0.001
2.007	-0.030	-0.001
2.054	-0.040	-0.001
2.112	-0.040	-0.000
2.155	-0.040	-0.000
2.207	-0.050	-0.001
2.254	-0.050	-0.001
2.303	-0.050	-0.001
2.354	-0.060	0.000
2.404	-0.060	-0.001
2.455	-0.060	0.000
2.501	-0.060	-0.000
2.554	-0.070	-0.001
2.605	-0.070	-0.001
2.654	-0.070	-0.000
2.705	-0.080	0.000
2.746	-0.080	-0.001
2.806	-0.080	0.000
2.852	-0.090	-0.001
2.906	-0.090	-0.001
2.957	-0.090	-0.001
3.016	-0.100	-0.000
3.058	-0.100	-0.001
3.106	-0.100	-0.000
3.156	-0.110	-0.000
3.206	-0.110	0.000
3.255	-0.110	-0.001
3.306	-0.110	-0.001
3.357	-0.120	-0.001
3.407	-0.120	-0.001
3.463	-0.120	0.000
3.501	-0.130	-0.000
3.557	-0.130	-0.001
3.607	-0.130	-0.001
3.655	-0.140	-0.000
3.705	-0.140	-0.001
3.755	-0.140	-0.001
3.806	-0.150	-0.000
3.858	-0.150	0.000
3.897	-0.150	-0.001
3.956	-0.160	-0.001
4.008	-0.160	-0.001
4.054	-0.160	-0.001
4.103	-0.160	0.000
4.147	-0.170	-0.001
4.206	-0.170	-0.001
4.257	-0.170	-0.001
4.307	-0.180	-0.001
4.363	-0.180	-0.001
4.405	-0.180	0.000
4.447	-0.190	-0.001
4.507	-0.190	0.000
4.554	-0.190	-0.001
4.605	-0.200	-0.001
4.655	-0.200	-0.001
4.707	-0.200	-0.001
4.762	-0.210	-0.001
4.808	-0.210	-0.001
4.862	-0.210	-0.003
4.908	-0.210	-0.004
4.954	-0.220	-0.005
5.008	-0.220	-0.006
5.053	-0.220	-0.007
5.106	-0.230	-0.008
5.157	-0.230	-0.009
5.206	-0.230	-0.011
5.264	-0.240	-0.011
5.306	-0.240	-0.013
5.356	-0.240	-0.014
5.407	-0.250	-0.015
5.453	-0.250	-0.016
5.505	-0.250	-0.017
5.554	-0.260	-0.018
5.605	-0.260	-0.019
5.655	-0.260	-0.020
5.714	-0.260	-0.021
5.755	-0.270	-0.021
5.807	-0.270	-0.023
5.858	-0.270	-0.023
5.908	-0.280	-0.024
5.958	-0.280	-0.025
6.008	-0.280	-0.026
6.062	-0.290	-0.026
6.108	-0.290	-0.027
6.155	-0.290	-0.028
6.206	-0.300	-0.029
6.255	-0.300	-0.030
6.306	-0.300	-0.030
6.355	-0.310	-0.031
6.407	-0.310	-0.031
6.457	-0.310	-0.032
6.508	-0.310	-0.033
6.554	-0.320	-0.034
6.612	-0.320	-0.035
6.655	-0.320	-0.035
6.704	-0.330	-0.036
6.755	-0.330	-0.037
6.805	-0.330	-0.038
6.855	-0.340	-0.039
6.907	-0.340	-0.039
6.958	-0.340	-0.040
7.007	-0.350	-0.041
7.065	-0.350	-0.042
7.107	-0.350	-0.043
7.157	-0.360	-0.043
7.207	-0.360	-0.045
7.255	-0.360	-0.047
7.305	-0.360	-0.048
